"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"11","USGS-CT","USGS Connecticut Water Science Center","USGS-420400072370201","MA-AFW 30 AGAWAM, MA","Well",NA,"01080205",NA,NA,NA,NA,42.0666944,-72.61725,24000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","85","feet","10","feet","Interpolated from topographic map.","NGVD29","US",25,"013","Sand and gravel aquifers (glaciated regions)","Stratified Deposits, Undifferentiated",NA,20020904,41,"ft",41,"ft","NWIS"
"12","USGS-CT","USGS Connecticut Water Science Center","USGS-420751073215101","MA-SJW   81","Well",NA,"01100005",NA,NA,NA,NA,42.13075,-73.3641944,24000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","670","feet","10","feet","Interpolated from topographic map.","NGVD29","US",25,"003","Sand and gravel aquifers (glaciated regions)","Stratified Deposits, Undifferentiated","Unconfined single aquifer",19920701,137,"ft",137,"ft","NWIS"
"13","USGS-CT","USGS Connecticut Water Science Center","USGS-421026072420801","MA-WVW  173","Well",NA,"01080206",NA,NA,NA,NA,42.1739722,-72.7021944,25000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","262","feet","10","feet","Interpolated from topographic map.","NGVD29","US",25,"013","Sand and gravel aquifers (glaciated regions)","Stratified Deposits, Undifferentiated","Unconfined single aquifer",NA,141,"ft",141,"ft","NWIS"
"14","USGS-CT","USGS Connecticut Water Science Center","USGS-421236072405601","MA-HUW  116","Well",NA,"01080201",NA,NA,NA,NA,42.210275,-72.6815056,25000,".01","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","245","feet","10","feet","Interpolated from topographic map.","NGVD29","US",25,"013","Sand and gravel aquifers (glaciated regions)","Stratified Deposits, Undifferentiated","Unconfined single aquifer",19891025,105,"ft",105,"ft","NWIS"
"15","USGS-CT","USGS Connecticut Water Science Center","USGS-421939072270301","MA-A5W  153","Well",NA,"01080201",NA,NA,NA,NA,42.3274667,-72.4509667,25000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","240","feet","10","feet","Interpolated from topographic map.","NGVD29","US",25,"015","Sand and gravel aquifers (glaciated regions)","Stratified Deposits, Undifferentiated","Unconfined single aquifer",19960919,125,"ft",125,"ft","NWIS"
"16","USGS-CT","USGS Connecticut Water Science Center","USGS-423842072132601","MA-RXW    8","Well",NA,"01080202",NA,NA,NA,NA,42.645,-72.2238889,24000,"1","seconds","Interpolated from MAP.","NAD83","710","feet","10","feet","Interpolated from topographic map.","NGVD29","US",25,"027","Sand and gravel aquifers (glaciated regions)","Stratified Deposits, Undifferentiated",NA,19950731,130,"ft",130,"ft","NWIS"
"17","USGS-MA","USGS Massachusetts Water Science Center","USGS-01094340","WHITMAN RIVER NEAR WESTMINSTER, MA","Stream",NA,"01070004",21.6,"sq mi",NA,NA,42.5598117,-71.8667411,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"18","USGS-MA","USGS Massachusetts Water Science Center","USGS-01094380","PHILLIPS BROOK NEAR WESTMINSTER, MA","Stream",NA,"01070004",11.4,"sq mi",NA,NA,42.5912001,-71.860908,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"19","USGS-MA","USGS Massachusetts Water Science Center","USGS-01094420","MONOOSNOC BROOK, US LEOMINSTER WATER TREATMENT PLT","Stream",NA,"01070004",NA,NA,NA,NA,42.549425,-71.8018056,24000,".5","seconds","Interpolated from Digital MAP.","NAD83","653","feet","4.3","feet","Interpolated from Digital Elevation Model","NAVD88","US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"20","USGS-MA","USGS Massachusetts Water Science Center","USGS-01094422","MONOOSNOC BROOK, DS LEOMINSTER WATER TREATMENT PLT","Stream",NA,"01070004",NA,NA,NA,NA,42.5508222,-71.8013194,24000,".5","seconds","Interpolated from Digital MAP.","NAD83","654","feet","4.3","feet","Interpolated from Digital Elevation Model","NAVD88","US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"21","USGS-MA","USGS Massachusetts Water Science Center","USGS-01094450","NORTH NASHUA RIVER AT NORTH LEOMINSTER, MA","Stream",NA,"01070004",NA,NA,NA,NA,42.5423127,-71.745905,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"22","USGS-MA","USGS Massachusetts Water Science Center","USGS-01094460","MONOOSNOC BROOK AT LEOMINSTER, MA","Stream",NA,"01070004",11,"sq mi",NA,NA,42.5298128,-71.7517383,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"23","USGS-MA","USGS Massachusetts Water Science Center","USGS-01094480","FALL BROOK AT LEOMINSTER, MA","Stream",NA,"01070004",5.84,"sq mi",NA,NA,42.5089799,-71.7447935,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"24","USGS-MA","USGS Massachusetts Water Science Center","USGS-01094500","NORTH NASHUA RIVER NEAR LEOMINSTER, MA","Stream",NA,"01070004",110,"sq mi",110,"sq mi",42.4950639,-71.7219333,NA,".01","seconds","Interpolated from Digital MAP.","NAD83","265","feet","5","feet","Interpolated from Digital Elevation Model","NAVD88","US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"25","USGS-MA","USGS Massachusetts Water Science Center","USGS-01094700","NORTH NASHUA RIVER NEAR LANCASTER, MA","Stream",NA,"01070004",128,"sq mi",128,"sq mi",42.4798138,-71.6839583,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"26","USGS-MA","USGS Massachusetts Water Science Center","USGS-01094720","NORTH NASHUA RIVER AT N MAIN ST NR LANCASTER, MA","Stream",NA,"01070004",NA,NA,NA,NA,42.4731473,-71.6825693,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"27","USGS-MA","USGS Massachusetts Water Science Center","USGS-01095014","STILLWATER RIVER AT PUMPHOUSE NEAR STERLING, MA","Stream",NA,"01070004",28.7,"sq mi",NA,NA,42.4437024,-71.8070167,24000,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"28","USGS-MA","USGS Massachusetts Water Science Center","USGS-01095024","WACHUSETTS BROOK AT PUMPHOUSE NEAR STERLING, MA","Stream",NA,"01070004",4.91,"sq mi",NA,NA,42.4414802,-71.8114612,24000,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"29","USGS-MA","USGS Massachusetts Water Science Center","USGS-01095220","STILLWATER RIVER NEAR STERLING, MA","Stream",NA,"01070004",31.6,"sq mi",31.6,"sq mi",42.4109251,-71.7911829,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"30","USGS-MA","USGS Massachusetts Water Science Center","USGS-01095400","QUINAPOXET R ABOVE SHAFT #1, AT OAKDALE, MA","Stream",NA,"01070004",NA,NA,NA,NA,42.3864808,-71.8059053,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"31","USGS-MA","USGS Massachusetts Water Science Center","USGS-01095500","NASHUA RIVER AT CLINTON, MA","Stream",NA,"01070004",107.69,"sq mi",107.69,"sq mi",42.4034258,-71.6881247,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"32","USGS-MA","USGS Massachusetts Water Science Center","USGS-01095520","SOUTH BRANCH NASHUA RIVER AT SOUTH LANCASTER, MA","Stream",NA,"01070004",130,"sq mi",NA,NA,42.4384254,-71.6811803,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"33","USGS-MA","USGS Massachusetts Water Science Center","USGS-01095860","NASHUA RIVER AT FORT DEVENS, MA","Stream",NA,"01070004",NA,NA,NA,NA,42.5528687,-71.6192349,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"34","USGS-MA","USGS Massachusetts Water Science Center","USGS-01095865","MORSE BROOK NEAR SHIRLEY, MA","Stream",NA,"01070004",NA,NA,NA,NA,42.5570353,-71.6228462,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"35","USGS-MA","USGS Massachusetts Water Science Center","USGS-01095880","NONACOICUS BROOK NEAR AYER, MA","Stream",NA,"01070004",18.9,"sq mi",NA,NA,42.5620353,-71.6103459,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"36","USGS-MA","USGS Massachusetts Water Science Center","USGS-01095915","MULPUS BROOK NEAR SHIRLEY, MA","Stream",NA,"01070004",15.6,"sq mi",NA,NA,42.5739797,-71.5781228,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"37","USGS-MA","USGS Massachusetts Water Science Center","USGS-01095920","NASHUA RIVER NEAR AYER, MA","Stream",NA,"01070004",NA,NA,NA,NA,42.5784239,-71.6092349,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"38","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096050","SQUANNACOOK RIVER NEAR SHIRLEY, MA","Stream",NA,"01070004",NA,NA,NA,NA,42.5823128,-71.6097905,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"39","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096501","GULF BROOK NEAR PEPPERELL, MA","Stream",NA,"01070004",3.5,"sq mi",NA,NA,42.7023109,-71.6328479,24000,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"40","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096503","NISSITISSIT RIVER AT PEPPERELL, MA","Stream",NA,"01070004",59.6,"sq mi",NA,NA,42.6720338,-71.5770126,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"41","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096505","UNKETY BROOK NEAR PEPPERELL, MA","Stream",NA,"01070004",6.85,"sq mi",NA,NA,42.6898115,-71.5478453,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"42","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096515","SALMON BROOK AT MAIN ST AT DUNSTABLE, MA","Stream",NA,"01070006",18.2,"sq mi",NA,NA,42.678423,-71.4931214,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"43","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096534","BEAVER BROOK RT 495 NEAR BOXBORO, MA","Stream",NA,"01070006",NA,NA,NA,NA,42.4953699,-71.5414544,24000,"5","seconds","Interpolated from MAP.","NAD83","240","feet","10","feet","Interpolated from topographic map.","NGVD29","US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"44","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096535","BEAVER BROOK GRAVEL PIT RD BOXBOROUGH, MA","Stream",NA,"01070006",NA,NA,NA,NA,42.5167586,-71.522843,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"45","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096537","BEAVER BROOK AT HARWOOD AVE AT LITTLETON, MA","Stream",NA,"01070006",NA,NA,NA,NA,42.5356473,-71.5081205,25000,"5","seconds","Interpolated from MAP.","NAD83","220","feet","10","feet","Interpolated from topographic map.","NGVD29","US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"46","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096539","STONY BROOK AT RT 225 NEAR WESTFORD, MA","Stream",NA,"01070006",NA,NA,NA,NA,42.5800912,-71.4864537,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","205","feet","1","feet","Interpolated from topographic map.","NGVD29","US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"47","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096540","STONY BROOK AT TOWN FARM ROAD NEAR WESTFORD, MA","Stream",NA,"01070006",23.8,"sq mi",NA,NA,42.5845357,-71.4789535,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","185","feet","1","feet","Interpolated from topographic map.","NGVD29","US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"48","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096541","STONY BROOK AT RIVER STREET AT GRANITEVILLE, MA","Stream",NA,"01070006",NA,NA,NA,NA,42.5959245,-71.4661755,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","185","feet","1","feet","Interpolated from topographic map.","NGVD29","US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"49","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096544","STONY BROOK AT SCHOOL STREET AT CHELMSFORD, MA","Stream",NA,"01070006",41.57,"sq mi",NA,NA,42.6177778,-71.4022222,25000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"50","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096546","STONY BROOK AT CHELMSFORD, MA","Stream",NA,"01070006",43.6,"sq mi",NA,NA,42.6228689,-71.3925626,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"51","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096550","MERRIMACK RIVER ABOVE LOWELL, MA","Stream",NA,"01070006",3900,"sq mi",3900,"sq mi",42.6389799,-71.3708955,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"52","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096570","MERRIMACK RIVER AB CONCORD RIVER, AT LOWELL, MA","Stream",NA,"01070006",3956,"sq mi",3956,"sq mi",42.6492577,-71.3300612,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"53","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096595","BEAVER BROOK BELOW STATE LINE NEAR DRACUT, MA","Stream",NA,"01070006",86.8,"sq mi",NA,NA,42.695368,-71.3486734,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"54","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096602","ASSABET RIVER INJECTION SITE AT WESTBOROUGH, MA","Stream",NA,"01070005",NA,NA,NA,NA,42.2759275,-71.6334004,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"55","USGS-MA","USGS Massachusetts Water Science Center","USGS-010966025","HOCOMONCO POND OUTLET NEAR WESTBOROUGH, MA","Stream",NA,"01070005",NA,NA,NA,NA,42.2748163,-71.6453452,25000,"3","seconds","Interpolated from MAP.","NAD83","280","feet","10","feet","Interpolated from topographic map.","NGVD29","US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"56","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096603","ASSABET RIVER NEAR WESTBOROUGH, MA","Stream",NA,"01070005",NA,NA,NA,NA,42.2795385,-71.6381228,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"57","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096710","ASSABET RIVER AT ALLEN STREET AT NORTHBOROUGH, MA","Stream",NA,"01070005",29.5,"sq mi",NA,NA,42.3294444,-71.63,25000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"58","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096720","ASSABET RIVER AT BOUNDARY ST. NR NORTHBOROUGH, MA","Stream",NA,"01070005",34.89,"sq mi",NA,NA,42.3414824,-71.6159002,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"59","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096725","ASSABET RIVER, DS MARLBOROUGH WWTP","Stream",NA,"01070005",NA,NA,NA,NA,42.3452056,-71.6142667,24000,".5","seconds","Interpolated from Digital MAP.","NAD83","221","feet","4.3","feet","Interpolated from Digital Elevation Model","NAVD88","US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"60","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096830","ASSABET RIVER AT CHAPIN RD AT HUDSON, MA","Stream",NA,"01070005",NA,NA,NA,NA,42.380371,-71.5861774,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"61","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096870","ASSABET RIVER AT COX ST NEAR HUDSON, MA","Stream",NA,"01070005",73.7,"sq mi",NA,NA,42.3998155,-71.5458986,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"62","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096875","ASSABET RIVER NEAR HUDSON-STOW TOWN LINE","Stream",NA,"01070005",NA,NA,NA,NA,42.4030194,-71.5390222,24000,".5","seconds","Interpolated from Digital MAP.","NAD83","198","feet","4.3","feet","Interpolated from Digital Elevation Model","NAVD88","US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"63","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096906","BOULDER BROOK NEAR EAST BOLTON, MA","Stream",NA,"01070005",1.32,"sq mi",1.32,"sq mi",42.4528702,-71.580622,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83","200","feet","10","feet","Unknown.","NGVD29","US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"64","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096910","BOULDER BROOK AT EAST BOLTON, MA","Stream",NA,"01070005",1.6,"sq mi",1.6,"sq mi",42.4512036,-71.5770108,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83","290","feet","10","feet","Unknown.","NGVD29","US",25,"027",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"65","USGS-MA","USGS Massachusetts Water Science Center","USGS-01096940","ELIZABETH BROOK AT RT 62 AT STOW, MA","Stream",NA,"01070005",NA,NA,NA,NA,42.431482,-71.5075643,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",25,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
