"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"18","USGS-NJ","USGS New Jersey Water Science Center","USGS-01431250","MIDDLE CREEK AT HAWLEY, PA","Stream",NA,"02040103",81.2,"sq mi",NA,NA,41.4802361,-75.2008694,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",950,"feet","10","feet","Interpolated from topographic map.","NGVD29","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"19","USGS-NJ","USGS New Jersey Water Science Center","USGS-01438500","Delaware River at Montague NJ","Stream",NA,"02040104",3480,"sq mi",NA,NA,41.3091667,-74.7952778,24000,"1","seconds","Interpolated from MAP.","NAD83",369.93,"feet",".01","feet","Level or other surveyed method.","NGVD29","US",42,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"20","USGS-NJ","USGS New Jersey Water Science Center","USGS-01439000","DELAWARE R AT DINGMANS FERRY PA","Stream",NA,"02040104",3542,"sq mi",3542,"sq mi",41.2200947,-74.860724,NA,"1","seconds","Interpolated from MAP.","NAD83",286.06,"feet",".01","feet","Level or other surveyed method.","NGVD29","US",42,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"21","USGS-NJ","USGS New Jersey Water Science Center","USGS-01442550","MARSHALLS CREEK NEAR MARSHALLS CREEK, PA","Stream",NA,"02040104",10.6,"sq mi",NA,NA,41.0693222,-75.1400083,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",630,"feet","10","feet","Interpolated from topographic map.","NGVD29","US",42,"089",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"22","USGS-NJ","USGS New Jersey Water Science Center","USGS-01443000","DELAWARE RIVER AT PORTLAND PA","Stream",NA,"02040105",4165,"sq mi",4165,"sq mi",40.9239854,-75.0957319,24000,"1","seconds","Interpolated from MAP.","NAD83",199.53,"feet","10","feet","Interpolated from topographic map.","NAVD88","US",42,"095",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"23","USGS-NJ","USGS New Jersey Water Science Center","USGS-01447000","Delaware River at Northampton Street at Easton PA","Stream",NA,"02040105",4717,"sq mi",NA,NA,40.6917654,-75.2037875,NA,"1","seconds","Interpolated from MAP.","NAD83",100.21,"feet",".01","feet","Level or other surveyed method.","NGVD29","US",42,"095",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"24","USGS-NJ","USGS New Jersey Water Science Center","USGS-01460820","Delaware River at Lumberville PA","Stream",NA,"02040105",6598,"sq mi",NA,NA,40.407605,-75.0373921,24000,"1","seconds","Interpolated from MAP.","NAD83",0.15,"feet",".1","feet","Level or other surveyed method.","NGVD29","US",42,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"25","USGS-NJ","USGS New Jersey Water Science Center","USGS-400536074524101","P01701-- CELL26","Well",NA,"02040201",NA,NA,NA,NA,40.0933333,-74.8780556,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",15,"feet","10","feet","Interpolated from topographic map.","NGVD29","US",42,"017","Northern Atlantic Coastal Plain aquifer system","Magothy-Raritan-Potomac Aquifer System, Middle Aquifer",NA,19840126,50,"ft",79,"ft","NWIS"
"26","USGS-NY","USGS New York Water Science Center","USGS-01427207","DELAWARE RIVER AT LORDVILLE NY","Stream",NA,"02040101",1590,"sq mi",NA,NA,41.8672778,-75.21375,24000,".1","seconds","Interpolated from Digital MAP.","NAD83",834.51,"feet",".01","feet","Level or other surveyed method.","NAVD88","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"27","USGS-NY","USGS New York Water Science Center","USGS-0142730505","COOLEY CREEK AT MOUTH NEAR STALKER PA","Stream",NA,"02040101",3.27,"sq mi",NA,NA,41.816477,-75.0985018,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"28","USGS-NY","USGS New York Water Science Center","USGS-01427510","DELAWARE RIVER AT CALLICOON NY","Stream",NA,"02040101",1820,"sq mi",NA,NA,41.75675,-75.0574167,24000,".1","seconds","Interpolated from Digital MAP.","NAD83",734.88,"feet",".01","feet","Level or other surveyed method.","NGVD29","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"29","USGS-NY","USGS New York Water Science Center","USGS-0142770105","CALKINS CREEK AT MOUTH AT MILANVILLE PA","Stream",NA,"02040101",44.2,"sq mi",NA,NA,41.6725886,-75.0598906,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"30","USGS-NY","USGS New York Water Science Center","USGS-0142848005","WESTCOLANG CREEK AT MOUTH AT WESTCOLANG PA","Stream",NA,"02040101",4.49,"sq mi",NA,NA,41.5112003,-75.004335,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"31","USGS-NY","USGS New York Water Science Center","USGS-01432805","DELAWARE RIVER AT POND EDDY NY","Stream",NA,"02040104",2820,"sq mi",NA,NA,41.4389808,-74.8193318,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"32","USGS-NY","USGS New York Water Science Center","USGS-01434000","DELAWARE RIVER AT PORT JERVIS NY","Stream",NA,"02040104",3070,"sq mi",NA,NA,41.3705556,-74.6975,24000,"1","seconds","Interpolated from MAP.","NAD83",414.71,"feet",".01","feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",42,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"33","USGS-NY","USGS New York Water Science Center","USGS-413453076041101","LITTLE MEHOOPANY CREEK AT NORTH MEHOOPANY PA","Stream",NA,"02050106",NA,NA,NA,NA,41.5815389,-76.0698,24000,".01","seconds","Interpolated from Digital MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"131",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"34","USGS-NY","USGS New York Water Science Center","USGS-413735076162701","SUGAR RUN NEAR WILMOT PA","Stream",NA,"02050106",NA,NA,NA,NA,41.6264361,-76.2743556,24000,".01","seconds","Interpolated from Digital MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"35","USGS-NY","USGS New York Water Science Center","USGS-415929076544401","HAMMOND CREEK NEAR WELLS PA","Stream",NA,"02050105",NA,NA,NA,NA,41.9962861,-76.9074222,24000,".01","seconds","Interpolated from Digital MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"36","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01426690","Faulkner Brook near Balls Eddy, PA","Stream",NA,"02040101",2.19,"sq mi",NA,NA,41.9835,-75.34325,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",996,"feet","2.0","feet","Light Detection And Ranging, airplane","NAVD88","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"37","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01426700","Balls Creek near Winterdale, PA","Stream",NA,"02040101",15.5,"sq mi",NA,NA,41.9681411,-75.3357295,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"38","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01427110","Shehawken Creek near Hancock, NY","Stream",NA,"02040101",NA,NA,NA,NA,41.9400833,-75.2893611,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",907,"feet","2.0","feet","Light Detection And Ranging, airplane","NAVD88","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"39","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01427120","Stockport Creek at Stockport, PA","Stream",NA,"02040101",2.76,"sq mi",NA,NA,41.8948889,-75.2769722,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",931,"feet","2.0","feet","Light Detection And Ranging, airplane","NAVD88","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"40","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01427190","Factory Creek at Equinunk, PA","Stream",NA,"02040101",4.27,"sq mi",NA,NA,41.8555833,-75.2281111,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",867,"feet","2.0","feet","Light Detection And Ranging, airplane","NAVD88","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"41","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01427203","Equinunk Creek at Equinunk, PA","Stream",NA,"02040101",57.7,"sq mi",NA,NA,41.8559211,-75.2248944,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"42","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01427220","Delaware River at Bridge at Lordville, PA","Stream",NA,"02040101",NA,NA,NA,NA,41.8675877,-75.2146161,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"43","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01427300","Little Equinunk Creek at Stalker, PA","Stream",NA,"02040101",24.6,"sq mi",NA,NA,41.8261992,-75.1204469,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"44","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01427320","Cooley Creek near Hankins, PA","Stream",NA,"02040101",3.21,"sq mi",NA,NA,41.8137778,-75.1004167,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",827,"feet","2.0","feet","Light Detection And Ranging, airplane","NAVD88","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"45","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01427400","Hollister Creek near Abrahamsville, PA","Stream",NA,"02040101",9.11,"sq mi",NA,NA,41.7681438,-75.0846128,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"46","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01427600","Beaverdam Creek at Damascus, PA","Stream",NA,"02040101",10.6,"sq mi",NA,NA,41.7034218,-75.0682239,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"47","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01427700","Calkins Creek at Milanville, PA","Stream",NA,"02040101",44,"sq mi",NA,NA,41.669533,-75.0690576,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"48","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01427702","Calkins Cr 1200 ft ab Mouth at Milanville, PA","Stream",NA,"02040101",43.9,"sq mi",NA,NA,41.6727222,-75.0648056,24000,"1","seconds","Interpolated from MAP.","NAD83",710,"feet","10","feet","Interpolated from topographic map.","NGVD29","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"49","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01428200","Masthope Creek at Masthope, PA","Stream",NA,"02040101",32.2,"sq mi",NA,NA,41.537589,-75.027391,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"50","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01428750","West Branch Lackawaxen River near Aldenville, PA","Stream",NA,"02040103",40.6,"sq mi",NA,NA,41.67453,-75.376013,24000,"1","seconds","Interpolated from MAP.","NAD83",1244.6,"feet",".01","feet","Level or other surveyed method.","NGVD29","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"51","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01428800","West Branch Lackawaxen River at Aldenville, PA","Stream",NA,"02040103",48.9,"sq mi",NA,NA,41.6439748,-75.3596236,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"52","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01429000","West Branch Lackawaxen River at Prompton, PA","Stream",NA,"02040103",59.7,"sq mi",NA,NA,41.587309,-75.3268449,NA,"1","seconds","Interpolated from MAP.","NAD83",1083.78,"feet",".01","feet","Level or other surveyed method.","NGVD29","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"53","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01429290","East Branch Dyberry Creek at Tanners Falls, PA","Stream",NA,"02040103",16.8,"sq mi",NA,NA,41.6609722,-75.2883889,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",1050,"feet","20","feet","Interpolated from topographic map.","NGVD29","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"54","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01429301","Dyberry Creek at Tanners Falls near Dyberry, PA","Stream",NA,"02040103",46.4,"sq mi",NA,NA,41.6530889,-75.2820528,24000,".01","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",1010,"feet","10","feet","Interpolated from topographic map.","NGVD29","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"55","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01430000","Lackawaxen River near Honesdale, PA","Stream",NA,"02040103",164,"sq mi",NA,NA,41.5620332,-75.2479534,NA,"1","seconds","Interpolated from MAP.","NAD83",946.34,"feet",".01","feet","Level or other surveyed method.","NGVD29","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"56","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01430200","Lackawaxen River at White Mills, PA","Stream",NA,"02040103",NA,NA,NA,NA,41.5259222,-75.204619,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"57","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431500","Lackawaxen River at Hawley, PA","Stream",NA,"02040103",290,"sq mi",NA,NA,41.4762002,-75.1721186,NA,"1","seconds","Interpolated from MAP.","NAD83",869,"feet",".01","feet","Level or other surveyed method.","NGVD29","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"58","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431554","Kintz Creek at Roemersville near Promised Land, PA","Stream",NA,"02040103",4.11,"sq mi",NA,NA,41.2803678,-75.2415688,24000,"1","seconds","Interpolated from MAP.","NAD83",1590,"feet","10","feet","Interpolated from topographic map.","NGVD29","US",42,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"59","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431600","Wallenpaupack Creek at East Sterling, PA","Stream",NA,"02040103",69.5,"sq mi",NA,NA,41.3361984,-75.3399036,NA,".1","seconds","Interpolated from MAP.","NAD83",1239.93,"feet","10","feet","Interpolated from topographic map.","NGVD29","US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"60","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431620","Stevens Creek near Sterling, PA","Stream",NA,"02040103",0.68,"sq mi",0.68,"sq mi",41.3378628,-75.4312947,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"61","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431621","Stevens Creek nr Sterling, PA","Stream",NA,"02040103",NA,NA,NA,NA,41.3403628,-75.4307391,24000,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"62","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431650","West Branch Wallenpaupack Creek near Hamlin, PA","Stream",NA,"02040103",47,"sq mi",NA,NA,41.3728636,-75.3907377,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"63","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431673","Ariel Creek near Ledgedale, PA","Stream",NA,"02040103",15.6,"sq mi",15.6,"sq mi",41.382032,-75.3201802,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"64","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431683","Unnamed Trib to Purdy Creek near Lakeville, PA","Stream",NA,"02040103",0.34,"sq mi",0.34,"sq mi",41.4661993,-75.2782332,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"65","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431685","Purdy Creek at Lakeville, PA","Stream",NA,"02040103",8.18,"sq mi",8.18,"sq mi",41.4281442,-75.2685113,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"127",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"66","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01432000","Wallenpaupack Creek at Wilsonville, PA","Stream",NA,"02040103",228,"sq mi",NA,NA,41.4592559,-75.1851748,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"67","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01432088","Blooming Grove Creek at Rt 6 near Rowland, PA","Stream",NA,"02040103",20.4,"sq mi",NA,NA,41.421201,-75.1032285,24000,"1","seconds","Interpolated from MAP.","NAD83",1170,"feet","10","feet","Interpolated from topographic map.","NGVD29","US",42,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"68","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01432097","Blooming Grove Creek at Glen Eyre near Rowland, PA","Stream",NA,"02040103",27.6,"sq mi",NA,NA,41.4609229,-75.0873939,24000,"1","seconds","Interpolated from MAP.","NAD83",790,"feet","10","feet","Interpolated from topographic map.","NGVD29","US",42,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
