OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-IL,USGS Illinois Water Science Center,USGS-03338780,"NORTH FORK VERMILION RIVER NEAR BISMARCK, IL",Stream,,05120109,262,sq mi,,,40.2653142,-87.6427989,24000,1,seconds,Interpolated from MAP.,NAD83,594,feet,.01,feet,Unknown.,NGVD29,US,17,183,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03339000,"VERMILION RIVER NEAR DANVILLE, IL",Stream,,05120109,1290,sq mi,,,40.1008701,-87.5972419,,1,seconds,Interpolated from MAP.,NAD83,503.74,feet,.01,feet,Unknown.,NGVD29,US,17,183,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03339030,"GRAPE CREEK NEAR HEGELER, IL",Stream,,05120109,4.08,sq mi,,,40.0761111,-87.6511111,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,635.41,feet,.01,feet,Level or other surveyed method.,NAVD88,US,17,183,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03339040,"GRAPE CREEK AT TILTON, IL",Stream,,05120109,11.8,sq mi,,,40.0950366,-87.6355765,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,183,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03339045,"GRAPE CREEK AT HEGELER, IL",Stream,,05120109,12.6,sq mi,,,40.0872589,-87.623076,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,183,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03339142,"FAYETTE DRAIN NEAR INDIANOLA, IL",Stream,,05120108,10.3,sq mi,,,39.9500361,-87.7083571,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,183,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03339147,"LITTLE VERMILION RIVER NEAR GEORGETOWN, IL",Stream,,05120108,191,sq mi,191,sq mi,39.9414259,-87.5514078,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,183,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03341409,"BROUILLETTS CREEK NEAR PARIS, IL",Stream,,05120111,127,sq mi,,,39.7119799,-87.6325236,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,045,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03341410,"BROUILLETTS CREEK NEAR SCOTTLAND, IL",Stream,,05120111,147,sq mi,,,39.7053136,-87.5544659,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,045,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03341413,"CRAB APPLE CREEK NEAR SCOTTLAND, IL",Stream,,05120111,98.4,sq mi,,,39.7105914,-87.5527992,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,045,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03341540,"SUGAR CREEK NEAR ELBRIDGE, IL",Stream,,05120111,61,sq mi,61,sq mi,39.4980905,-87.553079,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,045,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03342050,"SUGAR CREEK AT PALESTINE, IL",Stream,,05120111,35.8,sq mi,,,39.0044871,-87.597246,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,033,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03343395,"EMBARRAS RIVER AT CAMARGO, IL",Stream,,05120112,180,sq mi,180,sq mi,39.7997548,-88.1703207,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,041,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03343450,"BRUSHY FORK AT HUME, IL",Stream,,05120112,,,,,39.8091667,-87.8672222,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,045,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03343455,"BRUSHY FORK NEAR NEWMAN, IL",Stream,,05120112,108,sq mi,,,39.7853122,-87.9978125,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,041,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03343700,"EMBARRAS RIVER NEAR ASHMORE, IL",Stream,,05120112,720,sq mi,,,39.554757,-88.0894828,,Unknown,Unknown,Interpolated from MAP.,NAD83,576.08,feet,.01,feet,Unknown.,NGVD29,US,17,029,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03344000,"EMBARRAS RIVER NEAR DIONA, IL",Stream,,05120112,919,sq mi,,,39.3444812,-88.1708729,,Unknown,Unknown,Interpolated from MAP.,NAD83,534.00,feet,.01,feet,Unknown.,NGVD29,US,17,035,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03344435,"ISLAND CREEK NEAR WOODBURY, IL",Stream,,05120112,,,,,39.1797222,-88.2783333,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,035,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03345500,"EMBARRAS RIVER AT STE. MARIE, IL",Stream,,05120112,1516,sq mi,,,38.9364327,-88.0225351,,1,seconds,Interpolated from MAP.,NAD83,445.75,feet,.01,feet,Unknown.,NGVD29,US,17,079,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03346000,"NORTH FORK EMBARRAS RIVER NEAR OBLONG, IL",Stream,,05120112,318,sq mi,,,39.0100422,-87.9455882,,1,seconds,Interpolated from MAP.,NAD83,456.19,feet,.01,feet,Unknown.,NGVD29,US,17,033,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03346150,"BIG CREEK NEAR OBLONG, IL",Stream,,05120112,35,sq mi,,,39.0033756,-87.8411408,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,033,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03346180,"DOGWOOD CREEK AT OBLONG, IL",Stream,,05120112,11.7,sq mi,,,39.0019868,-87.89392,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,033,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03346550,"EMBARRAS RIVER NEAR BILLETT, IL",Stream,,05120112,2403,sq mi,,,38.6650471,-87.6264133,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,101,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03346565,"RACCOON CREEK TRIBUTARY NR PETERSBURG, IL",Stream,,05120113,,,,,38.585,-87.7780556,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,101,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03378000,"BONPAS CREEK AT BROWNS, IL",Stream,,05120113,228,sq mi,,,38.3864372,-87.9755884,,Unknown,Unknown,Interpolated from MAP.,NAD83,372.92,feet,.01,feet,Unknown.,NGVD29,US,17,047,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03378635,"LITTLE WABASH RIVER NEAR EFFINGHAM, IL",Stream,,05120114,240,sq mi,,,39.1039313,-88.5942179,,1,seconds,Interpolated from MAP.,NAD83,501.10,feet,.01,feet,Unknown.,NGVD29,US,17,049,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03378900,"LITTLE WABASH RIVER AT LOUISVILLE, IL",Stream,,05120114,745,sq mi,,,38.7731024,-88.4972706,,Unknown,Unknown,Interpolated from MAP.,NAD83,420.51,feet,.01,feet,Unknown.,NGVD29,US,17,025,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03379150,"BIG MUDDY CREEK NEAR INGRAHAM, IL",Stream,,05120114,68.8,sq mi,,,38.8300463,-88.3647671,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,025,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03379500,"LITTLE WABASH RIVER BELOW CLAY CITY, IL",Stream,,05120114,1131,sq mi,,,38.6347705,-88.2972663,,1,seconds,Interpolated from MAP.,NAD83,392.29,feet,.01,feet,Unknown.,NGVD29,US,17,025,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03379560,"FOX RIVER NEAR CALHOUN, IL",Stream,,05120114,154,sq mi,,,38.6419929,-88.154762,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,159,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03379600,"LITTLE WABASH RIVER AT BLOOD, IL",Stream,,05120114,1387,sq mi,,,38.5189382,-88.1319833,,Unknown,Unknown,Interpolated from MAP.,NAD83,371.37,feet,.01,feet,Unknown.,NGVD29,US,17,047,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03379950,"ELM RIVER NEAR TOMS PRAIRIE, IL",Stream,,05120114,265,sq mi,,,38.4411597,-88.2580988,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,191,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03380000,"LITTLE WABASH RIVER NEAR GOLDEN GATE, IL",Stream,,05120114,1792,sq mi,,,38.3719926,-88.2330978,24000,1,seconds,Interpolated from MAP.,NAD83,358.49,feet,.01,feet,Level or other surveyed method.,NGVD29,US,17,191,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03380350,"SKILLET FORK NEAR IUKA, IL",Stream,,05120115,208,sq mi,,,38.5194924,-88.7275558,,Unknown,Unknown,Interpolated from MAP.,NAD83,400.00,feet,.01,feet,Unknown.,NGVD29,US,17,121,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03380370,"PAINTROCK CREEK NEAR HELM, IL",Stream,,05120115,,,,,38.5127778,-88.7377778,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,121,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03380500,"SKILLET FORK AT WAYNE CITY, IL",Stream,,05120115,464,sq mi,,,38.3633333,-88.5877778,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,382.74,feet,.01,feet,Global Positioning System.,NAVD88,US,17,191,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03380600,"FOURMILE CREEK NEAR WAYNE CITY, IL",Stream,,05120115,,,,,38.3147222,-88.5405556,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,191,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03381400,"SKILLET FORK NEAR CARMI, IL",Stream,,05120115,1058,sq mi,,,38.15338,-88.1653162,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,193,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03381495,"LITTLE WABASH RIVER AT MAIN ST AT CARMI, IL",Stream,,05120114,3088,sq mi,3088,sq mi,38.0922686,-88.1561487,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,339.91,feet,.01,feet,Unknown.,NGVD29,US,17,193,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03381500,"LITTLE WABASH RIVER AT CARMI, IL",Stream,,05120114,3102,sq mi,,,38.0611573,-88.1597597,,Unknown,Unknown,Interpolated from MAP.,NAD83,339.91,feet,.01,feet,Unknown.,NGVD29,US,17,193,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382040,"SOUTH FORK SALINE RIVER AT NEW DENNISON, IL",Stream,,05140204,61.3,sq mi,,,37.6778277,-88.8606216,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,199,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382045,"LITTLE CANA CREEK NEAR CREAL SPRINGS, IL",Stream,,05140204,1.45,sq mi,,,37.6383835,-88.8603435,,Unknown,Unknown,Interpolated from MAP.,NAD83,460.00,feet,.01,feet,Unknown.,NGVD29,US,17,199,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382055,"South Fork Saline River near Crab Orchard, IL",Stream,,05140204,83.2,sq mi,,,37.6778276,-88.8033965,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,199,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382090,"SUGAR CREEK NEAR STONEFORT, IL",Stream,,05140204,35.4,sq mi,,,37.6553276,-88.7633942,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,199,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382100,"SOUTH FORK SALINE RIVER NR CARRIER MILLS, IL",Stream,,05140204,147,sq mi,,,37.6378273,-88.6778342,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,375.63,feet,.01,feet,Unknown.,NGVD29,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382119,"LITTLE SALINE RIVER NEAR MCCORMICK, IL",Stream,,05140204,15.3,sq mi,,,37.588661,-88.6981125,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,151,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382120,"LITTLE SALINE RIVER NEAR STONEFORT, IL",Stream,,05140204,19.5,sq mi,,,37.5844942,-88.669222,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,151,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382125,"LITTLE SALINE RIVER NEAR CARRIER MILLS, IL",Stream,,05140204,,,,,37.6375,-88.6258333,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382130,"SOUTH FORK SALINE RIVER AT MITCHELLSVILLE, IL",Stream,,05140204,248,sq mi,,,37.6583818,-88.537272,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382155,"PRAIRIE CREEK NEAR CORINTH, IL",Stream,,05140204,5.43,sq mi,,,37.8269932,-88.7100592,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,199,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382156,"MIDDLE FORK SALINE RIVER NEAR GALATIA, IL",Stream,,05140204,47.5,sq mi,,,37.8300484,-88.6517233,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382160,"BANKSTON FORK NEAR CRAB ORCHARD, IL",Stream,,05140204,1.9,sq mi,,,37.7278271,-88.7636727,,Unknown,Unknown,Interpolated from MAP.,NAD83,450.00,feet,.01,feet,Unknown.,NGVD29,US,17,199,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382168,"BANKSTON FORK NEAR CARRIER MILLS, IL",Stream,,05140204,35.5,sq mi,,,37.7281042,-88.6339444,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382170,"BRUSHY CREEK NEAR HARCO, IL",Stream,,05140204,13.3,sq mi,,,37.7750485,-88.6522789,,Unknown,Unknown,Interpolated from MAP.,NAD83,385.41,feet,.01,feet,Unknown.,NGVD29,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382175,"BRUSHY CREEK TRIBUTARY NEAR HARCO, IL",Stream,,05140204,4.04,sq mi,,,37.7758817,-88.6192218,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382180,"BANKSTON FORK AT DORRIS HEIGHTS, IL",Stream,,05140204,73.3,sq mi,,,37.7594925,-88.5694974,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382185,"BANKSTON FORK NEAR DORRIS HEIGHTS, IL",Stream,,05140204,77.7,sq mi,77.7,sq mi,37.7681034,-88.5403294,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382200,"MIDDLE FORK SALINE RIVER NEAR HARRISBURG, IL",Stream,,05140204,225,sq mi,,,37.7380556,-88.5013889,24000,1,seconds,Interpolated from Digital MAP.,NAD83,327.56,feet,.01,feet,Level or other surveyed method.,NAVD88,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382205,"MIDDLE FORK SALINE RIVER NEAR PANKEYVILLE, IL",Stream,,05140204,233,sq mi,233,sq mi,37.7078257,-88.491993,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382210,"BRIER CREEK NEAR HARRISBURG, IL",Stream,,05140204,3.22,sq mi,,,37.6944927,-88.5361615,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382211,"BRIER CREEK NEAR PANKEYVILLE, IL",Stream,,05140204,7.27,sq mi,,,37.6981035,-88.4994932,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382250,"SALINE RIVER AT EQUALITY, IL",Stream,,05140204,559,sq mi,559,sq mi,37.731436,-88.3408758,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,059,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382315,"NORTH FORK SALINE RIVER NEAR BROUGHTON, IL",Stream,,05140204,156,sq mi,,,37.9367138,-88.4261584,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,065,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382320,"RECTOR CREEK NEAR TEXAS CITY, IL",Stream,,05140204,76.4,sq mi,76.4,sq mi,37.8836583,-88.4347697,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382325,"NORTH FORK SALINE RIVER NEAR TEXAS CITY, IL",Stream,,05140204,249,sq mi,249,sq mi,37.8883802,-88.3850455,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,165,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382360,"NORTH FORK SALINE RIVER NEAR EQUALITY, IL",Stream,,05140204,449,sq mi,,,37.7444913,-88.3300423,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,059,,,,,,,,,NWIS
USGS-IL,USGS Illinois Water Science Center,USGS-03382450,"SALINE RIVER NEAR EQUALITY, IL",Stream,,05140204,1022,sq mi,,,37.7039362,-88.2872619,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,17,059,,,,,,,,,NWIS
