"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"11","USGS-MI","USGS Michigan Water Science Center","USGS-04034780","E BR ONTONAGON R 4.5 MI SW OF KENTON, MI","Stream",NA,"04020102",NA,NA,NA,NA,46.4707771,-88.7995829,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"12","USGS-MI","USGS Michigan Water Science Center","USGS-04034830","EB ONTONAGON RIVER AT SPARROW RAPIDS NR KENTON, MI","Stream",NA,"04020102",NA,NA,NA,NA,46.5054988,-88.948751,25000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"13","USGS-MI","USGS Michigan Water Science Center","USGS-04040000","ONTONAGON RIVER NEAR ROCKLAND, MI","Stream",NA,"04020102",1340,"sq mi",NA,NA,46.7207742,-89.207086,25000,1,"minutes","Interpolated from MAP.","NAD83",638.72,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",26,"131",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"14","USGS-MI","USGS Michigan Water Science Center","USGS-04040018","ONTONAGON RIVER AT STATE HWY M-64 AT ONTONAGON, MI","Stream",NA,"04020102",1380,"sq mi",NA,NA,46.8674415,-89.317086,25000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"131",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"15","USGS-MI","USGS Michigan Water Science Center","USGS-04040100","FLINTSTEEL RIVER AT S FIRESTEEL RD NR ONTONAGON,MI","Stream",NA,"04020103",42,"sq mi",NA,NA,46.8660506,-89.1962496,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"131",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"16","USGS-MI","USGS Michigan Water Science Center","USGS-04040200","SALMON TROUT RIVER NEAR MOUTH AT REDRIDGE, MI","Stream",NA,"04020103",43.7,"sq mi",NA,NA,47.1524266,-88.7681804,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"17","USGS-MI","USGS Michigan Water Science Center","USGS-04040240","HILLS CREEK AT 2-TRACK (SECT 30) NR AHMEEK, MI","Stream",NA,"04020103",NA,NA,NA,NA,47.3129777,-88.426224,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"18","USGS-MI","USGS Michigan Water Science Center","USGS-04040260","GRATIOT RIVER AT 5 MILE POINT ROAD NEAR AHMEEK, MI","Stream",NA,"04020103",14.9,"sq mi",NA,NA,47.3226993,-88.4053895,24000,1,"seconds","Interpolated from MAP.","NAD83",820,"feet",1,"feet","Interpolated from topographic map.","NGVD29","US",26,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"19","USGS-MI","USGS Michigan Water Science Center","USGS-04040280","EAGLE RIVER AT STATE HWY 26 AT EAGLE RIVER, MI","Stream",NA,"04020103",21,"sq mi",NA,NA,47.4138051,-88.2981606,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"20","USGS-MI","USGS Michigan Water Science Center","USGS-04040304","MONTREAL RIVER AT LAC LA BELLE RD NR DELAWARE, MI","Stream",NA,"04020103",11.9,"sq mi",NA,NA,47.4213,-88.0762171,24000,1,"seconds","Interpolated from MAP.","NAD83",1020,"feet",1,"feet","Interpolated from topographic map.","NGVD29","US",26,"083",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"21","USGS-MI","USGS Michigan Water Science Center","USGS-04040450","TIOGA RIVER AT STATE HWY 28 NEAR COVINGTON, MI","Stream",NA,"04020104",18.5,"sq mi",NA,NA,46.5754924,-88.3404127,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"22","USGS-MI","USGS Michigan Water Science Center","USGS-04042198","W BR STURGEON R 1.5 MI S OF ALSTON, MI","Stream",NA,"04020104",NA,NA,NA,NA,46.7427124,-88.7612468,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"23","USGS-MI","USGS Michigan Water Science Center","USGS-04042431","BART CREEK 4.5 MI SW OF TAPIOLA, MI","Stream",NA,"04020104",NA,NA,NA,NA,46.9043755,-88.7145759,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"24","USGS-MI","USGS Michigan Water Science Center","USGS-04042435","BART CREEK 2.6 MI NW OF ELO, MI","Stream",NA,"04020104",NA,NA,NA,NA,46.8960422,-88.6790198,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"25","USGS-MI","USGS Michigan Water Science Center","USGS-04042453","W BR OTTER RIVER 4.5 MI W OF NISULA, MI","Stream",NA,"04020104",NA,NA,NA,NA,46.7788243,-88.8787472,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"26","USGS-MI","USGS Michigan Water Science Center","USGS-04043004","STURGEON R NEAR CHASSELL, MI","Stream",NA,"04020104",723,"sq mi",NA,NA,46.9743735,-88.5226259,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"27","USGS-MI","USGS Michigan Water Science Center","USGS-04043016","PILGRIM RIVER AT PARADISE RD NR DODGEVILLE, MI","Stream",NA,"04020103",20,"sq mi",NA,NA,47.0840943,-88.5506792,24000,1,"seconds","Interpolated from MAP.","NAD83",680,"feet",1,"feet","Interpolated from topographic map.","NGVD29","US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"28","USGS-MI","USGS Michigan Water Science Center","USGS-04043021","COLE CREEK AT HOUGHTON CANAL ROAD NR HOUGHTON, MI","Stream",NA,"04020103",8,"sq mi",NA,NA,47.1279826,-88.6242903,24000,1,"seconds","Interpolated from MAP.","NAD83",630,"feet",1,"feet","Interpolated from topographic map.","NGVD29","US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"29","USGS-MI","USGS Michigan Water Science Center","USGS-04043025","BOSTON CREEK AT STATE HWY M-203 NEAR HANCOCK, MI","Stream",NA,"04020103",NA,NA,NA,NA,47.2015926,-88.6145658,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"30","USGS-MI","USGS Michigan Water Science Center","USGS-040430436","SLAUGHTERHOUSE CK AT RR GRADE NR COPPER CITY, MI","Stream",NA,"04020103",NA,NA,NA,NA,47.2824235,-88.3948354,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"31","USGS-MI","USGS Michigan Water Science Center","USGS-04043047","SCALES CREEK AT VALLEY RD NR COPPER CITY, MI","Stream",NA,"04020103",NA,NA,NA,NA,47.2668686,-88.370113,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"32","USGS-MI","USGS Michigan Water Science Center","USGS-04043060","KELSEY CREEK AT US-HWY-41 NEAR KEWEENAW BAY, MI","Stream",NA,"04020105",4.65,"sq mi",NA,NA,46.8771527,-88.4779054,24000,1,"seconds","Interpolated from MAP.","NAD83",614,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"33","USGS-MI","USGS Michigan Water Science Center","USGS-04043065","LITTLE CARP RIVER NR KEWEENAW BAY, MI","Stream",NA,"04020105",10.4,"sq mi",NA,NA,46.8354868,-88.4834622,24000,1,"seconds","Interpolated from MAP.","NAD83",607,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"34","USGS-MI","USGS Michigan Water Science Center","USGS-04043068","ASSININS WETLAND OUTLET AT ASSININS, MI","Stream",NA,"04020105",2.3,"sq mi",NA,NA,46.8240982,-88.4842958,24000,1,"seconds","Interpolated from MAP.","NAD83",610,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"35","USGS-MI","USGS Michigan Water Science Center","USGS-04043069","TANGEN CREEK AT BARAGA, MI","Stream",NA,"04020105",1.67,"sq mi",NA,NA,46.7857655,-88.4787412,24000,1,"seconds","Interpolated from MAP.","NAD83",607,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"36","USGS-MI","USGS Michigan Water Science Center","USGS-04043070","HAZEL CREEK NEAR BARAGA, MI","Stream",NA,"04020105",4,"sq mi",NA,NA,46.7549329,-88.5059646,24000,1,"seconds","Interpolated from MAP.","NAD83",607,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"37","USGS-MI","USGS Michigan Water Science Center","USGS-04043080","SIX MILE CREEK NEAR BARAGA, MI","Stream",NA,"04020105",11,"sq mi",NA,NA,46.7465998,-88.5079093,24000,1,"seconds","Interpolated from MAP.","NAD83",607,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"38","USGS-MI","USGS Michigan Water Science Center","USGS-04043085","MENGE CREEK AT MENGE CREEK ROAD NEAR BARAGA, MI","Stream",NA,"04020105",6.32,"sq mi",NA,NA,46.7457664,-88.4979092,24000,1,"seconds","Interpolated from MAP.","NAD83",615,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"39","USGS-MI","USGS Michigan Water Science Center","USGS-04043090","BOYERS CREEK AT MENGE CREEK ROAD NEAR BARAGA, MI","Stream",NA,"04020105",2.09,"sq mi",NA,NA,46.7457663,-88.4895758,24000,1,"seconds","Interpolated from MAP.","NAD83",615,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"40","USGS-MI","USGS Michigan Water Science Center","USGS-04043098","FALLS RIVER AT OLD POWERPLANT NEAR L'ANSE, MI","Stream",NA,"04020105",NA,NA,NA,NA,46.7371551,-88.4448534,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"41","USGS-MI","USGS Michigan Water Science Center","USGS-04043100","FALLS RIVER AT US-HWY-41 AT L'ANSE, MI","Stream",NA,"04020105",47.9,"sq mi",NA,NA,46.7515992,-88.452353,24000,1,"seconds","Interpolated from MAP.","NAD83",675,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"42","USGS-MI","USGS Michigan Water Science Center","USGS-04043105","LINDEN CREEK AT L'ANSE, MI","Stream",NA,"04020105",9,"sq mi",NA,NA,46.7588212,-88.4481861,24000,1,"seconds","Interpolated from MAP.","NAD83",620,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"43","USGS-MI","USGS Michigan Water Science Center","USGS-04043120","LITTLE SILVER CREEK AT PEQUAMING RD NR L'ANSE, MI","Stream",NA,"04020105",3.48,"sq mi",NA,NA,46.8146532,-88.4104064,24000,1,"seconds","Interpolated from MAP.","NAD83",620,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"44","USGS-MI","USGS Michigan Water Science Center","USGS-04043126","SILVER RIVER UPSTREAM OF EAST BRANCH NR L'ANSE, MI","Stream",NA,"04020105",16.8,"sq mi",NA,NA,46.7210435,-88.3301306,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"45","USGS-MI","USGS Michigan Water Science Center","USGS-04043131","SILVER RIVER AT ARVON ROAD NEAR L'ANSE, MI","Stream",NA,"04020105",34.5,"sq mi",NA,NA,46.7554872,-88.3554076,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"46","USGS-MI","USGS Michigan Water Science Center","USGS-04043135","UPPER GOMANCHE CREEK AT INDIAN ROAD NR HERMAN, MI","Stream",NA,"04020105",0.9,"sq mi",NA,NA,46.7121552,-88.3654089,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"47","USGS-MI","USGS Michigan Water Science Center","USGS-04043137","EAST BRANCH TRIB TO GOMANCHE CREEK NEAR HERMAN, MI","Stream",NA,"04020105",0.2,"sq mi",NA,NA,46.7249326,-88.3642974,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"48","USGS-MI","USGS Michigan Water Science Center","USGS-04043138","WEST BRANCH TRIB TO GOMANCHE CREEK NEAR HERMAN, MI","Stream",NA,"04020105",0.3,"sq mi",NA,NA,46.7252104,-88.3687419,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"49","USGS-MI","USGS Michigan Water Science Center","USGS-04043140","GOMANCHE CREEK AT INDIAN ROAD NEAR L'ANSE, MI","Stream",NA,"04020105",3.5,"sq mi",NA,NA,46.7510429,-88.3617967,24000,1,"seconds","Interpolated from MAP.","NAD83",950,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"50","USGS-MI","USGS Michigan Water Science Center","USGS-04043146","DAKOTA CREEK AT TRAIL CROSSING NEAR L'ANSE, MI","Stream",NA,"04020105",8.4,"sq mi",NA,NA,46.781042,-88.3242954,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"51","USGS-MI","USGS Michigan Water Science Center","USGS-04043150","SILVER RIVER NEAR L'ANSE, MI","Stream",NA,"04020105",64.7,"sq mi",NA,NA,46.804097,-88.3170724,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",630,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"52","USGS-MI","USGS Michigan Water Science Center","USGS-04043182","EB HURON RIVER DS OF EB FALLS NR MCCOMB CORNER, MI","Stream",NA,"04020105",26.4,"sq mi",NA,NA,46.8505556,-88.0644444,24000,1,"seconds","Interpolated from MAP.","NAD83",755,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"53","USGS-MI","USGS Michigan Water Science Center","USGS-04043183","TRIB TO EAST BR HURON RIVER NR MCCOMB CORNER, MI","Stream",NA,"04020105",6.6,"sq mi",NA,NA,46.8516667,-88.0625,24000,1,"seconds","Interpolated from MAP.","NAD83",764,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"54","USGS-MI","USGS Michigan Water Science Center","USGS-04043190","WEST BRANCH HURON RIVER NEAR MCCOMB CORNER, MI","Stream",NA,"04020105",10.8,"sq mi",NA,NA,46.8063889,-88.0875,24000,1,"seconds","Interpolated from MAP.","NAD83",1110,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"55","USGS-MI","USGS Michigan Water Science Center","USGS-04043194","ROBARGE CREEK NEAR MCCOMB CORNER, MI","Stream",NA,"04020105",5.9,"sq mi",NA,NA,46.8136111,-88.0841667,24000,1,"seconds","Interpolated from MAP.","NAD83",1050,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"56","USGS-MI","USGS Michigan Water Science Center","USGS-04043198","BLACK CREEK NEAR MCCOMB CORNER, MI","Stream",NA,"04020105",9.6,"sq mi",NA,NA,46.8544444,-88.1088889,24000,1,"seconds","Interpolated from MAP.","NAD83",732,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"57","USGS-MI","USGS Michigan Water Science Center","USGS-04043200","HURON RIVER AT BIG ERICK'S BRIDGE NEAR SKANEE, MI","Stream",NA,"04020105",73.2,"sq mi",NA,NA,46.8649259,-88.082626,24000,1,"seconds","Interpolated from MAP.","NAD83",705,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"58","USGS-MI","USGS Michigan Water Science Center","USGS-04043237","SALMON TROUT RIVER AT TRIPLE A ROAD NR BIG BAY, MI","Stream",NA,"04020105",NA,NA,NA,NA,46.7507606,-87.9076306,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"59","USGS-MI","USGS Michigan Water Science Center","USGS-04043238","SALMON TROUT RIVER NEAR BIG BAY, MI","Stream",NA,"04020105",6.74,"sq mi",NA,NA,46.7821482,-87.8776299,24000,1,"seconds","Interpolated from MAP.","NAD83",1080,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"60","USGS-MI","USGS Michigan Water Science Center","USGS-040432383","TRIB TO SALMON TROUT RIVER NEAR DODGE CITY, MI","Stream",NA,"04020105",NA,NA,NA,NA,46.7796482,-87.8748522,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"61","USGS-MI","USGS Michigan Water Science Center","USGS-040432425","TRIB TO E BR SALMON TROUT RIVER NR DODGE CITY, MI","Stream",NA,"04020105",NA,NA,NA,NA,46.760204,-87.832353,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"62","USGS-MI","USGS Michigan Water Science Center","USGS-04043243","TRIB TO E BR SALMON TROUT R NEAR DODGE CITY, MI","Stream",NA,"04020105",NA,NA,NA,NA,46.7685372,-87.8437416,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"63","USGS-MI","USGS Michigan Water Science Center","USGS-040432437","TRIB TO E BR SALMON TROUT R NR DODGE CITY, MI","Stream",NA,"04020105",NA,NA,NA,NA,46.7749261,-87.8673524,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"64","USGS-MI","USGS Michigan Water Science Center","USGS-04043244","EAST BRANCH SALMON TROUT RIVER NEAR DODGE CITY, MI","Stream",NA,"04020105",10.2,"sq mi",NA,NA,46.7857589,-87.8523522,24000,1,"seconds","Interpolated from MAP.","NAD83",1010,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"65","USGS-MI","USGS Michigan Water Science Center","USGS-04043250","SALMON TROUT RIVER AT CNTY HWY-550 NR BIG BAY, MI","Stream",NA,"04020105",42.9,"sq mi",NA,NA,46.8485341,-87.7990176,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"66","USGS-MI","USGS Michigan Water Science Center","USGS-04043275","YELLOW DOG RIVER NEAR BIG BAY, MI","Stream",NA,"04020105",31.8,"sq mi",NA,NA,46.7135391,-87.8406871,24000,1,"seconds","Interpolated from MAP.","NAD83",1370,"feet",8,"feet","Interpolated from topographic map.","NGVD29","US",26,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"67","USGS-MI","USGS Michigan Water Science Center","USGS-04044100","LAKE SUPERIOR AT MARQUETTE, MI","Lake, Reservoir, Impoundment",NA,"04020300",NA,NA,NA,NA,46.5446552,-87.3656954,NA,1,"minutes","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",26,"103",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
