"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"11","USGS-ME","USGS Maine Water Science Center","USGS-01015000","ST. JOHN RIVER AT VAN BUREN, ME","Stream",NA,"01010009",8423,"sq mi",8174,"sq mi",47.1598056,-67.9311694,NA,".5","seconds","Interpolated from Digital MAP.","NAD83","407.69","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"003",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"12","USGS-ME","USGS Maine Water Science Center","USGS-01017058","Glidden Brook near Caribou, Maine","Stream",NA,"01010004",4.03,"sq mi",4.03,"sq mi",46.7803333,-67.9952778,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","535","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"003",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"13","USGS-ME","USGS Maine Water Science Center","USGS-01017060","Hardwood Brook below Glidden Brk nr Caribou, Maine","Stream",NA,"01010004",5.7,"sq mi",5.7,"sq mi",46.7836111,-67.9891667,24000,".5","seconds","Interpolated from Digital MAP.","NAD83","486.7","feet",".1","feet","Differentially corrected Global Positioning System.","NAVD88","US",23,"003",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"14","USGS-ME","USGS Maine Water Science Center","USGS-01017100","AROOSTOOK RIVER AT CARIBOU, ME","Stream",NA,"01010004",1943,"sq mi",1943,"sq mi",46.8492093,-68.0028045,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",23,"003",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"15","USGS-ME","USGS Maine Water Science Center","USGS-01017500","AROOSTOOK RIVER AT FORT FAIRFIELD, ME","Stream",NA,"01010004",2301,"sq mi",2301,"sq mi",46.7733722,-67.8316333,NA,".5","seconds","Interpolated from Digital MAP.","NAD83","340.00","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"003",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"16","USGS-ME","USGS Maine Water Science Center","USGS-01018035","Meduxnekeag River at Lowery Rd. nr Houlton, Maine","Stream",NA,"01010005",257,"sq mi",257,"sq mi",46.1811111,-67.8038889,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","290.","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"003",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"17","USGS-ME","USGS Maine Water Science Center","USGS-01020000","ST. CROIX RIVER NEAR BAILEYVILLE, ME","Stream",NA,"01050001",1315,"sq mi",1315,"sq mi",45.2653472,-67.4757306,NA,".5","seconds","Interpolated from Digital MAP.","NAD83","148.80","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"029",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"18","USGS-ME","USGS Maine Water Science Center","USGS-01021050","St. Croix River at Milltown, Maine","Stream",NA,"01050001",1455,"sq mi",1455,"sq mi",45.17,-67.2966667,NA,".5","seconds","Interpolated from Digital MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",23,"029",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"19","USGS-ME","USGS Maine Water Science Center","USGS-01022250","TAYLOR BROOK AT THE GREAT HEATH (SW SITE 3)","Stream",NA,"01050002",7.06,"sq mi",7.06,"sq mi",44.7143833,-67.8544,NA,".5","seconds","Interpolated from Digital MAP.","NAD83","151.01","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"029",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"20","USGS-ME","USGS Maine Water Science Center","USGS-01022260","Pleasant River near Epping, Maine","Stream",NA,"01050002",60.6,"sq mi",60.6,"sq mi",44.6977778,-67.7872222,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","127.02","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"029",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"21","USGS-ME","USGS Maine Water Science Center","USGS-01022500","Narraguagus River at Cherryfield, Maine","Stream",NA,"01050002",227,"sq mi",227,"sq mi",44.6080556,-67.9352778,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","44.20","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"029",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"22","USGS-ME","USGS Maine Water Science Center","USGS-01022800","Old Mill Brook at Old Norway Dr nr Bar Harbor, ME","Stream",NA,"01050002",1.61,"sq mi",1.61,"sq mi",44.3985028,-68.2877278,24000,".5","seconds","Interpolated from Digital MAP.","NAD83","900","feet","15","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"23","USGS-ME","USGS Maine Water Science Center","USGS-01022805","Old Mill Brk bl Crooked Rd nr Bar Harbor, Maine","Stream",NA,"01050002",2.64,"sq mi",2.64,"sq mi",44.4141667,-68.2952778,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","7","feet","4.3","feet","Interpolated from Digital Elevation Model","NAVD88","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"24","USGS-ME","USGS Maine Water Science Center","USGS-01022810","Stony Brook below Hamilton Pond nr Bar Harbor, ME","Stream",NA,"01050002",2.86,"sq mi",2.86,"sq mi",44.424523,-68.2909882,24000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","18","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"25","USGS-ME","USGS Maine Water Science Center","USGS-01022815","Aunt Betseys Brook near Bar Harbor, ME","Stream",NA,"01050002",0.78,"sq mi",0.78,"sq mi",44.4061897,-68.3190444,24000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","20","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"26","USGS-ME","USGS Maine Water Science Center","USGS-01022817","French Hill Brook near Bar Harbor, ME","Stream",NA,"01050002",0.5,"sq mi",0.5,"sq mi",44.4064675,-68.3116832,24000,"1","seconds","Interpolated from MAP.","NAD83","20","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"27","USGS-ME","USGS Maine Water Science Center","USGS-01022820","Northeast Creek at Rt 3 bridge near Bar Harbor, ME","Estuary",NA,"01050002",NA,NA,NA,NA,44.4246222,-68.3267583,24000,".5","seconds","Interpolated from Digital MAP.","NAD83","2","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"28","USGS-ME","USGS Maine Water Science Center","USGS-01022825","Breakneck Brook near Bar Harbor, Maine","Stream",NA,"01050002",1.46,"sq mi",1.46,"sq mi",44.4120233,-68.2508484,24000,"1","seconds","Interpolated from MAP.","NAD83","30","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"29","USGS-ME","USGS Maine Water Science Center","USGS-01022840","Otter Creek near Bar Harbor, Maine","Stream",NA,"01050002",1.35,"sq mi",1.35,"sq mi",44.3327778,-68.2066667,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","90","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"30","USGS-ME","USGS Maine Water Science Center","USGS-01022845","Hunters Brook near Seal Harbor, Maine","Stream",NA,"01050002",1.37,"sq mi",1.37,"sq mi",44.3096636,-68.221819,24000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","70","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"31","USGS-ME","USGS Maine Water Science Center","USGS-01022850","Stanley Brook near Seal Harbor, Maine","Stream",NA,"01050002",1.36,"sq mi",1.36,"sq mi",44.3054889,-68.2430028,24000,".5","seconds","Interpolated from Digital MAP.","NAD83","105","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"32","USGS-ME","USGS Maine Water Science Center","USGS-01022865","Hadlock Bk at Sargent Dr at Northeast Harbor, ME","Stream",NA,"01050002",2.14,"sq mi",2.14,"sq mi",44.3023022,-68.2990438,24000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","25","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"33","USGS-ME","USGS Maine Water Science Center","USGS-01022875","Kitteredge Brook near Bar Harbor, ME","Stream",NA,"01050002",2.84,"sq mi",2.84,"sq mi",44.3793845,-68.3307114,24000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","15","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"34","USGS-ME","USGS Maine Water Science Center","USGS-01022880","Man of War Brook near Southwest Harbor, Maine","Stream",NA,"01050002",0.32,"sq mi",0.32,"sq mi",44.3182742,-68.3162665,24000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","80","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"35","USGS-ME","USGS Maine Water Science Center","USGS-01022890","Marshall Brook near Southwest Harbor, Maine","Stream",NA,"01050002",1.97,"sq mi",1.97,"sq mi",44.2748024,-68.3509896,24000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","30","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"36","USGS-ME","USGS Maine Water Science Center","USGS-01022895","Heath Brook near Tremont, Maine","Stream",NA,"01050002",0.91,"sq mi",0.91,"sq mi",44.2778578,-68.3676567,24000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","85","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"37","USGS-ME","USGS Maine Water Science Center","USGS-01034500","Penobscot River at West Enfield, Maine","Stream",NA,"01020005",6422,"sq mi",6671,"sq mi",45.2361111,-68.6513889,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","125.94","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"019",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"38","USGS-ME","USGS Maine Water Science Center","USGS-01036390","Penobscot River at Eddington, Maine","Stream",NA,"01020005",7515,"sq mi",7764,"sq mi",44.8266667,-68.6966667,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","7.20","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"019",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"39","USGS-ME","USGS Maine Water Science Center","USGS-01041900","MOUNTAIN BROOK NEAR LAKE PARLIN, ME","Stream",NA,"01030001",3.91,"sq mi",3.91,"sq mi",45.4700487,-70.0645083,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",23,"025",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"40","USGS-ME","USGS Maine Water Science Center","USGS-01046500","Kennebec River at Bingham, Maine","Stream",NA,"01030003",2715,"sq mi",2715,"sq mi",45.0519444,-69.8855556,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","330.20","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"025",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"41","USGS-ME","USGS Maine Water Science Center","USGS-01049265","Kennebec River at North Sidney, Maine","Stream",NA,"01030003",5403,"sq mi",5403,"sq mi",44.4722222,-69.6838889,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","15.12","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"42","USGS-ME","USGS Maine Water Science Center","USGS-01054200","Wild River at Gilead, Maine","Stream",NA,"01040002",69.6,"sq mi",69.6,"sq mi",44.3905556,-70.9797222,NA,"1","seconds","Interpolated from Digital MAP.","NAD83","683.10","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"43","USGS-ME","USGS Maine Water Science Center","USGS-01054250","ANDROSCOGGIN RIVER AT GILEAD, ME","Stream",NA,"01040002",NA,NA,NA,NA,44.3978397,-70.9725741,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",23,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"44","USGS-ME","USGS Maine Water Science Center","USGS-01057000","Little Androscoggin River near South Paris, Maine","Stream",NA,"01040002",73.5,"sq mi",73.5,"sq mi",44.3038889,-70.5397222,NA,"1","seconds","Interpolated from Digital MAP.","NAD83","447.00","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"45","USGS-ME","USGS Maine Water Science Center","USGS-01057200","LITTLE ANDROSCOGGIN R ABOVE DUMP NEAR PARIS, ME","Stream",NA,"01040002",NA,NA,NA,NA,44.2489585,-70.516171,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",23,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"46","USGS-ME","USGS Maine Water Science Center","USGS-01057220","LITTLE ANDROSCOGGIN R BELOW DUMP AT S PARIS, ME","Stream",NA,"01040002",NA,NA,NA,NA,44.2336809,-70.5145042,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",23,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"47","USGS-ME","USGS Maine Water Science Center","USGS-01058050","WINTER BROOK AT PROMISED LAND, ME","Stream",NA,"01040002",NA,NA,NA,NA,44.0822941,-70.4356128,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",23,"001",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"48","USGS-ME","USGS Maine Water Science Center","USGS-01058055","HOGAN POND AT WELCHVILLE, ME","Stream",NA,"01040002",NA,NA,NA,NA,44.1214601,-70.4731136,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",23,"017",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"49","USGS-ME","USGS Maine Water Science Center","USGS-01059000","Androscoggin River near Auburn, Maine","Stream",NA,"01040002",3263,"sq mi",3263,"sq mi",44.0722222,-70.2080556,NA,"1","seconds","Interpolated from Digital MAP.","NAD83","109.18","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"001",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"50","USGS-ME","USGS Maine Water Science Center","USGS-01059400","ANDROSCOGGIN RIVER AT BRUNSWICK, ME","Stream",NA,"01040002",3434,"sq mi",3434,"sq mi",43.9175799,-69.9731058,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",23,"005",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"51","USGS-ME","USGS Maine Water Science Center","USGS-01063100","Crooked River near Naples, Maine","Stream",NA,"01060001",150,"sq mi",150,"sq mi",43.978975,-70.56365,NA,".5","seconds","Interpolated from Digital MAP.","NAD83","268.11","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"005",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"52","USGS-ME","USGS Maine Water Science Center","USGS-01063310","Stony Brook at East Sebago, Maine","Stream",NA,"01060001",0.81,"sq mi",0.81,"sq mi",43.8555556,-70.6397222,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","275.35","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"005",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"53","USGS-ME","USGS Maine Water Science Center","USGS-01064140","PRESUMPSCOT RIVER NEAR WEST FALMOUTH, ME","Stream",NA,"01060001",598,"sq mi",598,"sq mi",43.7245972,-70.3029333,NA,".5","seconds","Interpolated from Digital MAP.","NAD83","11.15","feet",".01","feet","Unknown.","NGVD29","US",23,"005",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"54","USGS-ME","USGS Maine Water Science Center","USGS-01064150","PRESUMPSCOT R AT MARTIN PT BRIDGE, PORTLAND, ME","Estuary",NA,"01060001",NA,NA,NA,NA,43.6909148,-70.2458816,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",23,"005",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"55","USGS-ME","USGS Maine Water Science Center","USGS-01064160","PORTLAND HARBOR NEAR FISH POINT, PORTLAND, ME","Estuary",NA,"01060001",NA,NA,NA,NA,43.6667489,-70.2300479,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",23,"005",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"56","USGS-ME","USGS Maine Water Science Center","USGS-01066000","Saco River at Cornish, Maine","Stream",NA,"01060002",1293,"sq mi",1293,"sq mi",43.8080556,-70.7816667,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","263.48","feet",".01","feet","Level or other surveyed method.","NGVD29","US",23,"005",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"57","USGS-ME","USGS Maine Water Science Center","USGS-430758070480801","YW   273","Well",NA,"01060003",NA,NA,NA,NA,43.1328647,-70.801722,NA,"1","seconds","Interpolated from MAP.","NAD83","60.00","feet","1","feet","Interpolated from topographic map.","NGVD29","US",23,"031","Other aquifers","Marine Deposits",NA,NA,18,"ft",NA,NA,"NWIS"
"58","USGS-ME","USGS Maine Water Science Center","USGS-430830070441001","YW   132","Well",NA,"01060003",NA,NA,NA,NA,43.1417542,-70.7356093,NA,"1","seconds","Interpolated from MAP.","NAD83","125.00","feet","1","feet","Interpolated from topographic map.","NGVD29","US",23,"031","Sand and gravel aquifers (glaciated regions)","Till",NA,NA,16.5,"ft",NA,NA,"NWIS"
"59","USGS-ME","USGS Maine Water Science Center","USGS-431341070441901","ME-YW   858","Well",NA,"01060003",NA,NA,NA,NA,43.2277667,-70.7376,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","170","feet","10","feet","Global Positioning System.","NGVD29","US",23,"031","New York and New England crystalline-rock aquifers","Bedrock","Confined single aquifer",19890826,182,"ft",182,"ft","NWIS"
"60","USGS-ME","USGS Maine Water Science Center","USGS-431900070442801","YW   143","Well",NA,"01060003",NA,NA,NA,NA,43.3167511,-70.7406117,NA,"1","seconds","Interpolated from MAP.","NAD83","145.00","feet","1","feet","Interpolated from topographic map.","NGVD29","US",23,"031",NA,"Bedrock Undifferentiated",NA,1946,275,"ft",NA,NA,"NWIS"
"61","USGS-ME","USGS Maine Water Science Center","USGS-432007070421201","YW   817","Well",NA,"01060003",NA,NA,NA,NA,43.3353623,-70.7028334,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83","230.0","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"031",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"62","USGS-ME","USGS Maine Water Science Center","USGS-432120070391801","YW   133","Well",NA,"01060003",NA,NA,NA,NA,43.3556401,-70.6544993,NA,"1","seconds","Interpolated from MAP.","NAD83","205.00","feet","1","feet","Interpolated from topographic map.","NGVD29","US",23,"031","Sand and gravel aquifers (glaciated regions)","Till",NA,NA,16,"ft",NA,NA,"NWIS"
"63","USGS-ME","USGS Maine Water Science Center","USGS-432143070304101","ME-YW   857","Well",NA,"01060003",NA,NA,NA,NA,43.3620194,-70.5110806,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","30","feet","10","feet","Global Positioning System.","NGVD29","US",23,"031","New York and New England crystalline-rock aquifers","Bedrock","Confined single aquifer",19931007,365,"ft",365,"ft","NWIS"
"64","USGS-ME","USGS Maine Water Science Center","USGS-432203070283201","ME-YW   852","Well",NA,"01060003",NA,NA,NA,NA,43.3676278,-70.4758028,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","50","feet","20","feet","Global Positioning System.","NGVD29","US",23,"031","New York and New England crystalline-rock aquifers","Bedrock","Confined single aquifer",19920624,122,"ft",122,"ft","NWIS"
"65","USGS-ME","USGS Maine Water Science Center","USGS-432227070312501","YW   820","Well",NA,"01060003",NA,NA,NA,NA,43.3742521,-70.523108,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83","30.0","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"031",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"66","USGS-ME","USGS Maine Water Science Center","USGS-432227070312502","YW   819","Well",NA,"01060003",NA,NA,NA,NA,43.3742521,-70.523108,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83","30.0","feet","10","feet","Interpolated from topographic map.","NGVD29","US",23,"031",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
