"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"11","USGS-NH","USGS New Hampshire Water Science Center","USGS-01075000","PEMIGEWASSET RIVER AT WOODSTOCK, NH","Stream",NA,"01070001",193,"sq mi",NA,NA,43.9761792,-71.6795244,24000,"1","seconds","Interpolated from MAP.","NAD83","616.44","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"12","USGS-NH","USGS New Hampshire Water Science Center","USGS-01076000","BAKER RIVER NEAR RUMNEY, NH","Stream",NA,"01070001",143,"sq mi",NA,NA,43.7956265,-71.8453594,24000,"1","seconds","Interpolated from MAP.","NAD83","497.34","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"13","USGS-NH","USGS New Hampshire Water Science Center","USGS-01076500","PEMIGEWASSET RIVER AT PLYMOUTH, NH","Stream",NA,"01070001",622,"sq mi",NA,NA,43.7592388,-71.6856337,24000,"1","seconds","Interpolated from MAP.","NAD83","457.07","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"14","USGS-NH","USGS New Hampshire Water Science Center","USGS-01077000","SQUAM RIVER AT ASHLAND, NH","Stream",NA,"01070001",57.6,"sq mi",NA,NA,43.705351,-71.6297992,24000,"1","seconds","Interpolated from MAP.","NAD83","545.00","feet","20","feet","Interpolated from topographic map.","NGVD29","US",33,"009",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"15","USGS-NH","USGS New Hampshire Water Science Center","USGS-01078000","SMITH RIVER NEAR BRISTOL, NH","Stream",NA,"01070001",85.8,"sq mi",NA,NA,43.5664631,-71.747857,24000,"1","seconds","Interpolated from MAP.","NAD83","449.80","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"16","USGS-NH","USGS New Hampshire Water Science Center","USGS-01080500","LAKE WINNIPESAUKEE OUTLET AT LAKEPORT, NH","Stream",NA,"01070002",363,"sq mi",NA,NA,43.5492432,-71.4645176,24000,"1","seconds","Interpolated from MAP.","NAD83","500.55","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"001",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"17","USGS-NH","USGS New Hampshire Water Science Center","USGS-01081000","WINNIPESAUKEE RIVER AT TILTON, NH","Stream",NA,"01070002",471,"sq mi",NA,NA,43.4417438,-71.5875752,24000,"1","seconds","Interpolated from MAP.","NAD83","441.87","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"001",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"18","USGS-NH","USGS New Hampshire Water Science Center","USGS-01081500","MERRIMACK RIVER AT FRANKLIN JUNCTION, NH","Stream",NA,"01070006",1507,"sq mi",NA,NA,43.4228546,-71.6528543,24000,"1","seconds","Interpolated from MAP.","NAD83","251.08","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"19","USGS-NH","USGS New Hampshire Water Science Center","USGS-01084500","BEARD BROOK NEAR HILLSBORO, NH","Stream",NA,"01070003",55.4,"sq mi",NA,NA,43.1142462,-71.9261916,24000,"1","seconds","Interpolated from MAP.","NAD83","595.00","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"20","USGS-NH","USGS New Hampshire Water Science Center","USGS-01085000","CONTOOCOOK RIVER NEAR HENNIKER, NH","Stream",NA,"01070003",368,"sq mi",NA,NA,43.1520237,-71.8573015,24000,"1","seconds","Interpolated from MAP.","NAD83","470.32","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"21","USGS-NH","USGS New Hampshire Water Science Center","USGS-01086000","WARNER RIVER AT DAVISVILLE, NH","Stream",NA,"01070003",146,"sq mi",NA,NA,43.2509116,-71.7322996,24000,"1","seconds","Interpolated from MAP.","NAD83","379.96","feet",".1","feet","Level or other surveyed method.","NGVD29","US",33,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"22","USGS-NH","USGS New Hampshire Water Science Center","USGS-01087000","BLACKWATER RIVER NEAR WEBSTER, NH","Stream",NA,"01070003",129,"sq mi",NA,NA,43.2970225,-71.6945212,24000,"1","seconds","Interpolated from MAP.","NAD83","431.73","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"23","USGS-NH","USGS New Hampshire Water Science Center","USGS-01088000","CONTOOCOOK RIVER AT PENACOOK, NH","Stream",NA,"01070003",766,"sq mi",NA,NA,43.2861904,-71.5984075,24000,"1","seconds","Interpolated from MAP.","NAD83","273.09","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"24","USGS-NH","USGS New Hampshire Water Science Center","USGS-01088400","MERRIMACK RIVER AT CONCORD, NH","Stream",NA,"01070006",2300,"sq mi",NA,NA,43.20897,-71.5303494,24000,"1","seconds","Interpolated from MAP.","NAD83","216.56","feet",".01","feet","Level or other surveyed method.","NAVD88","US",33,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"25","USGS-NH","USGS New Hampshire Water Science Center","USGS-01089000","SOUCOOK RIVER NEAR CONCORD, NH","Stream",NA,"01070006",76.8,"sq mi",NA,NA,43.2386922,-71.4620146,24000,"1","seconds","Interpolated from MAP.","NAD83","290.00","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"26","USGS-NH","USGS New Hampshire Water Science Center","USGS-01089500","SUNCOOK RIVER AT NORTH CHICHESTER, NH","Stream",NA,"01070006",157,"sq mi",NA,NA,43.2567476,-71.3695125,24000,"1","seconds","Interpolated from MAP.","NAD83","329.35","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"27","USGS-NH","USGS New Hampshire Water Science Center","USGS-01090000","MERRIMACK RIVER AT MAIN STREET, HOOKSETT, NH","Stream",NA,"01070006",2810,"sq mi",NA,NA,43.0953606,-71.4645128,24000,"1","seconds","Interpolated from MAP.","NAD83","175","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"28","USGS-NH","USGS New Hampshire Water Science Center","USGS-01090477","BLACK BROOK AT DUNBARTON RD, NR MANCHESTER, NH","Stream",NA,"01070006",20.72,"sq mi",NA,NA,43.0252778,-71.5047222,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","265","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"29","USGS-NH","USGS New Hampshire Water Science Center","USGS-01091000","SOUTH BRANCH PISCATAQUOG RIVER NEAR GOFFSTOWN, NH","Stream",NA,"01070006",104,"sq mi",NA,NA,43.0148052,-71.6414613,24000,"1","seconds","Interpolated from MAP.","NAD83","308.95","feet",".1","feet","Level or other surveyed method.","NGVD29","US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"30","USGS-NH","USGS New Hampshire Water Science Center","USGS-01091500","PISCATAQUOG RIVER NEAR GOFFSTOWN, NH","Stream",NA,"01070006",202,"sq mi",NA,NA,43.01675,-71.5506252,24000,"1","seconds","Interpolated from MAP.","NAD83","174.65","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"31","USGS-NH","USGS New Hampshire Water Science Center","USGS-01091950","BOWMAN BROOK AT NEW BOSTON ROAD, NEAR BEDFORD, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.9686955,-71.5089569,24000,"1","seconds","Interpolated from MAP.","NAD83","230","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"32","USGS-NH","USGS New Hampshire Water Science Center","USGS-01092000","MERRIMACK R NR GOFFS FALLS, BELOW MANCHESTER, NH","Stream",NA,"01070006",3092,"sq mi",NA,NA,42.9481405,-71.4634002,24000,"1","seconds","Interpolated from MAP.","NAD83","109.27","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"33","USGS-NH","USGS New Hampshire Water Science Center","USGS-01093500","MASSABESIC LAKE AT THE BASIN, NEAR MANCHESTER, NH","Lake, Reservoir, Impoundment",NA,"01070006",NA,NA,NA,NA,42.9631406,-71.3953432,24000,"1","seconds","Interpolated from MAP.","NAD83","151","feet","1","feet","Interpolated from topographic map.","NGVD29","US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"34","USGS-NH","USGS New Hampshire Water Science Center","USGS-01093610","MERRIMACK RIVER TRIBUTARY @ US3 NEAR MERRIMACK, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.8936971,-71.4697889,24000,"1","seconds","Interpolated from MAP.","NAD83","165","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"35","USGS-NH","USGS New Hampshire Water Science Center","USGS-01094000","SOUHEGAN RIVER AT MERRIMACK, NH","Stream",NA,"01070006",171,"sq mi",NA,NA,42.8575865,-71.5061785,24000,"1","seconds","Interpolated from MAP.","NAD83","160.58","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"36","USGS-NH","USGS New Hampshire Water Science Center","USGS-01094150","WITCHES BROOK AT WITCHES SPRING, NEAR HOLLIS, NH","Stream",NA,"01070006",4.28,"sq mi",NA,NA,42.7920318,-71.5992365,24000,"1","seconds","Interpolated from MAP.","NAD83","215","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"37","USGS-NH","USGS New Hampshire Water Science Center","USGS-01094160","PENNICHUCK BROOK NEAR NASHUA, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.8048098,-71.4867333,24000,"1","seconds","Interpolated from MAP.","NAD83","178","feet","1","feet","Interpolated from topographic map.","NGVD29","US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"38","USGS-NH","USGS New Hampshire Water Science Center","USGS-01096507","NASHUA RIVER AT CANAL STREET, AT NASHUA, NH","Stream",NA,"01070004",NA,NA,NA,NA,42.7636996,-71.4547879,24000,"1","seconds","Interpolated from MAP.","NAD83","95","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"39","USGS-NH","USGS New Hampshire Water Science Center","USGS-01096508","MERRIMACK RIVER AT NASHUA, NH","Stream",NA,"01070006",3480,"sq mi",NA,NA,42.7634219,-71.4428432,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",33,"011",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"40","USGS-NH","USGS New Hampshire Water Science Center","USGS-01096585","BEAVER BROOK, AT NH 128, AT WEST WINDHAM, NH","Stream",NA,"01070006",41.8,"sq mi",NA,NA,42.806477,-71.3528413,24000,"1","seconds","Interpolated from MAP.","NAD83","195","feet","20","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"41","USGS-NH","USGS New Hampshire Water Science Center","USGS-010965852","BEAVER BROOK AT NORTH PELHAM, NH","Stream",NA,"01070006",47.8,"sq mi",NA,NA,42.7828664,-71.3536745,24000,"1","seconds","Interpolated from MAP.","NAD83","149.26","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"42","USGS-NH","USGS New Hampshire Water Science Center","USGS-01096588","TRIB NO 2 TO COBBETTS POND @ MOUTH, NR WINDHAM, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.8061996,-71.2750617,24000,"1","seconds","Interpolated from MAP.","NAD83","177","feet","20","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"43","USGS-NH","USGS New Hampshire Water Science Center","USGS-01096589","COBBETTS POND AT DUNCAN BEACH, NEAR WINDHAM, NH","Lake, Reservoir, Impoundment",NA,"01070006",NA,NA,NA,NA,42.8061996,-71.2761728,24000,"1","seconds","Interpolated from MAP.","NAD83","177","feet","20","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"44","USGS-NH","USGS New Hampshire Water Science Center","USGS-01096590","COBBETTS PD OUTLET BK @ COBBETTS RD, @ WINDHAM NH","Stream",NA,"01070006",NA,NA,NA,NA,42.7906442,-71.3011733,24000,"1","seconds","Interpolated from MAP.","NAD83","175","feet","20","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"45","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100502","WASH POND OUTLET, AT NH 121, AT HAMPSTEAD, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.8836988,-71.1895049,24000,"1","seconds","Interpolated from MAP.","NAD83","230","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"46","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100505","SPICKET RIVER AT NORTH SALEM, NH","Stream",NA,"01070006",16.5,"sq mi",NA,NA,42.8492547,-71.2150607,24000,"1","seconds","Interpolated from MAP.","NAD83","190","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"47","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100507","SPICKET RIVER AT WHEELER DAM, NEAR SALEM, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.8170332,-71.2031158,24000,"1","seconds","Interpolated from MAP.","NAD83","120","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"48","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100511","PROVIDENCE HILL BROOK AT MOUTH, NEAR SALEM, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.8142555,-71.196449,24000,"1","seconds","Interpolated from MAP.","NAD83","120","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"49","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100515","CAPTAIN POND BROOK AT SHANNON RD, NEAR SALEM, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.8117556,-71.1906155,24000,"1","seconds","Interpolated from MAP.","NAD83","145","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"50","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100520","SPICKET RIVER ABOVE WIDOW HARRIS BK, AT SALEM, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.8023113,-71.1956155,24000,"1","seconds","Interpolated from MAP.","NAD83","115","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"51","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100530","HITTYTITY BROOK AT BLUFF ROAD, NEAR SALEM, NH","Stream",NA,"01070006",9.4,"sq mi",NA,NA,42.8050888,-71.218116,24000,"1","seconds","Interpolated from MAP.","NAD83","145","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"52","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100535","WIDOW HARRIS BROOK AT NORTH MAIN ST, AT SALEM, NH","Stream",NA,"01070006",10.8,"sq mi",NA,NA,42.7995335,-71.1989489,24000,"1","seconds","Interpolated from MAP.","NAD83","115","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"53","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100537","SPICKET RIVER AT NH 97, AT SALEM, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.792867,-71.1967266,24000,"1","seconds","Interpolated from MAP.","NAD83","115","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"54","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100538","SPICKET RIVER AT LAWRENCE ROAD, AT SALEM, NH","Stream",NA,"01070006",48.9,"sq mi",NA,NA,42.7689785,-71.2025598,24000,"1","seconds","Interpolated from MAP.","NAD83","115","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"55","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100540","SPICKET RIVER AT NH 28, NEAR SALEM, NH","Stream",NA,"01070006",50.3,"sq mi",NA,NA,42.7542565,-71.2083932,24000,"1","seconds","Interpolated from MAP.","NAD83","110","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"56","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100545","POLICY BROOK AT CANOBIE LAKE OUTLET, NR SALEM, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.7914778,-71.2511721,24000,"1","seconds","Interpolated from MAP.","NAD83","210","feet","20","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"57","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100549","POLICY BROOK @ ROCKINGHAM PARK BLVRD, AT SALEM, NH","Stream",NA,"01070006",5.06,"sq mi",NA,NA,42.7678673,-71.2222824,24000,"1","seconds","Interpolated from MAP.","NAD83","115","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"58","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100675","KELLY BROOK AT NH 125, NEAR PLAISTOW, NH","Stream",NA,"01070006",1.9,"sq mi",NA,NA,42.8539778,-71.1006141,24000,"1","seconds","Interpolated from MAP.","NAD83","100","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"59","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100677","LITTLE RIVER AT RR BRIDGE, AT PLAISTOW, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.8342559,-71.1008917,24000,"1","seconds","Interpolated from MAP.","NAD83","55","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"60","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100684","LITTLE RIVER AT RT 121, AT WESTVILLE, NH","Stream",NA,"01070006",21.1,"sq mi",NA,NA,42.8178672,-71.1133918,24000,"1","seconds","Interpolated from MAP.","NAD83","35","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"61","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100825","POWWOW RIVER AT BALL ROAD, NEAR KINGSTON, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.9164769,-71.0817254,24000,"1","seconds","Interpolated from MAP.","NAD83","120","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"62","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100827","POWWOW R DST OUTLET OF GREAT POND, NR KINGSTON, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.9123104,-71.061725,24000,"1","seconds","Interpolated from MAP.","NAD83","117","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"63","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100830","COUNTRY POND OUTLET AT POND ST, NR KINGSTON, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.8936997,-71.0558914,24000,"1","seconds","Interpolated from MAP.","NAD83","116","feet","1","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"64","USGS-NH","USGS New Hampshire Water Science Center","USGS-01100835","POWWOW RIVER AT NH 108, NEAR EAST KINGSTON, NH","Stream",NA,"01070006",NA,NA,NA,NA,42.9078664,-71.0161685,24000,"1","seconds","Interpolated from MAP.","NAD83","110","feet","10","feet","Interpolated from topographic map.","NGVD29","US",33,"015",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"65","USGS-NH","USGS New Hampshire Water Science Center","USGS-01129500","CONNECTICUT RIVER AT NORTH STRATFORD, NH","Stream",NA,"01080101",799,"sq mi",NA,NA,44.7497717,-71.6312002,24000,"1","seconds","Interpolated from MAP.","NAD83","880.17","feet",".01","feet","Level or other surveyed method.","NGVD29","US",33,"007",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
