MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,n,MaxCl,MinCl,MeanCl,minYear,maxYear,Lat,Long,state
BTMUA-SE,Route 9,Stream,34,111.59,14.1,39.542772945882355,2009,2018,40.085018,-74.214722,NJ
BTMUA-SF,Sunset Road,Stream,22,57.24695969,23.29,39.68371180409091,2012,2018,40.086219,-74.224007,NJ
BTMUA-SG,Hope Chapel Road,Stream,34,22208,12.5,688.5911072555882,2009,2018,40.103705,-74.24478,NJ
BTMUA-SI,Bennetts MIll Road,Stream,34,77.04,11.4,33.69499848617647,2009,2018,40.126793,-74.277946,NJ
BTMUA-SK,Jackson Mills Road,Stream,34,57.151,8.48,20.79683326117647,2009,2018,40.1476,-74.325146,NJ
BTMUA-SL,Route 527 (Cedar Swamp Road),Stream,34,52.062,6.323,18.50711492882353,2009,2018,40.162872,-74.349606,NJ
DRBC-1487 ICP,Delaware River at Lambertville Bridge,Stream,28,24.833333,11.3,17.425714285714285,2004,2011,40.36583,-74.94917,NJ
DRBC-1525 BCP,Wickecheoke Creek at Rt 29,Stream,17,28.7,20.13,24.040196,2009,2011,40.41167,-74.98694,NJ
DRBC-1540 BCP,Lockatong Creek at Raven Rock-Rosemont Rd,Stream,17,23.1,14.73,17.985686235294118,2009,2011,40.41583,-75.01806,NJ
DRBC-1641 BCP,"Nishisakawick Creek at Kingwood Ave, Frenchtown",Stream,17,23.4,13.9,19.41745094117647,2009,2011,40.5268,-75.0597,NJ
DRBC-1677 ICP,Delaware River at Upper Black Eddy Bridge,Stream,24,23.533333,9.2,18.441111125,2004,2011,40.566667,-75.098611,NJ
DRBC-1746 BCP,Musconetcong River at Rt 627,Stream,43,65.2,38.6,50.53844962790698,2004,2011,40.5925,-75.18667,NJ
DRBC-1774 BCP,Pohatcong Creek at River Rd,Stream,28,28.9,1.43,22.163214285714286,2004,2011,40.62472,-75.18611,NJ
DRBC-1820 BCP,Lopatcong Creek at driveway above Phillipsburg WWTP,Stream,58,42.4,0.021,32.78456898275862,2009,2013,40.67949,-75.17499,NJ
DRBC-1978 BCP,"Pequest River at Orchard St, Belvidere",Stream,43,44.233333,13.5,36.15054265116279,2004,2011,40.83417,-75.06111,NJ
DRBC-2199 BCP,Van Campens Brook at Depew Recreation Site Rd,Stream,10,4.15,2.9,3.67,2008,2008,41.05778,-75.00333,NJ
DRBC-2253A BCP,Flat Brook at DWGNRA Boundary,Stream,41,20.666667,3.8,12.391300878048781,2008,2011,41.19,-74.845833,NJ
DRBC-2253B BCP,Little Flat Brook at DWGNRA Boundary,Stream,42,45.233333,9.5,32.380873095238094,2008,2011,41.190278,-74.846944,NJ
DRBC-2466 BCP,Shimers Brook at DWGNRA Boundary,Stream,10,40,22.2,33.039,2008,2008,41.312972,-74.77875,NJ
GSWA-CMA,CMA,Stream,8,657,67.9,154.9375,2008,2009,40.762591,-74.496004,NJ
GSWA-CMA2,CMA2,Stream,4,398,59,158.375,2010,2010,40.762624,-74.496624,NJ
GSWA-GB1-AGB,GB1-AGB,Stream,12,387,52.2,118.13333333333333,2008,2010,40.734595,-74.458446,NJ
GSWA-GB3-AGB,GB3-AGB,Stream,11,564,62,150.85454545454544,2008,2010,40.747757,-74.464956,NJ
GSWA-GB4-AGB,GB4-AGB,Stream,12,735,109,235.63333333333333,2008,2010,40.770225,-74.478235,NJ
GSWA-GB5,GB5,Stream,11,600,55,165.29090909090908,2008,2010,40.78383,-74.479997,NJ
GSWA-GBNWR,GBNWR,Stream,3,190,74.6,142.53333333333333,2010,2010,40.713709,-74.515574,NJ
GSWA-HLT,HLT,Stream,8,265,58.3,93.1375,2008,2009,40.758963,-74.480564,NJ
GSWA-LB1,LB1,Stream,4,371,120,212.5,2007,2007,40.738375,-74.44595,NJ
GSWA-LB2,LB2,Stream,14,457,127,226.07142857142858,2005,2007,40.768053,-74.454901,NJ
GSWA-LB4,LB4,Stream,16,348,17.9,227.93125,2005,2007,40.773636,-74.463322,NJ
GSWA-LB4P,LB4P,Stream,6,252,178,215.33333333333334,2006,2007,40.775292,-74.463949,NJ
GSWA-LB4S,LB4S,Stream,3,422,34.8,270.26666666666665,2007,2007,40.778287,-74.464763,NJ
GSWA-LB5,LB5,Stream,12,559,235,399.3333333333333,2005,2006,40.78124,-74.464664,NJ
GSWA-LB5A,LB5A,Stream,5,553,56.7,425.74,2006,2007,40.782149,-74.464816,NJ
GSWA-LB6,LB6,Stream,12,577,251,469,2005,2006,40.785543,-74.460336,NJ
NARS_WQX-OWW04440-0114,TOMS RIVER,Stream,1,55.177925,55.177925,55.177925,2004,2004,40.17127,-74.414977,NJ
NARS_WQX-OWW04440-0138,UNKNOWN,Stream,1,48.55232,48.55232,48.55232,2004,2004,39.717174,-74.883811,NJ
NARS_WQX-OWW04440-0178,U.T. TO ALQUATKA BRANCH,Stream,1,8.731335000000001,8.731335000000001,8.731335000000001,2004,2004,39.794596,-74.828772,NJ
NARS_WQX-OWW04440-0458,HERZOG BROOK,Stream,1,22.797895000000004,22.797895000000004,22.797895000000004,2004,2004,40.710392,-74.714762,NJ
NARS_WQX-OWW04440-0554,U.T. TO POPHANDUSING BROOK,Stream,1,18.139765,18.139765,18.139765,2004,2004,40.814841,-75.040654,NJ
NJDEP_BFBM-01367693,Franklin Pond Creek Off State Hwy 23 in school parking lot,Stream,18,90.3,24.6,53.605555555555554,2010,2014,41.103145,-74.579586,NJ
NJDEP_BFBM-01367726,Hamburg Creek On Hamburg Tnpk,Stream,18,88.5,24.6,55.61666666666667,2010,2014,41.137729,-74.571172,NJ
NJDEP_BFBM-01367729,WALLKILL RIVER AT ROUTE 94 AT HAMBURG NJ,Stream,8,145,69.3,100.8375,2017,2018,41.15257,-74.581803,NJ
NJDEP_BFBM-01367750,Beaver Run near Hamburg NJ,Stream,8,49.3,29.4,42.0875,2017,2018,41.181056,-74.590306,NJ
NJDEP_BFBM-01367795,Papakating Creek UNT On Armstrong Ln,Stream,16,58.2,30.3,42.83125,2010,2014,41.169465,-74.690723,NJ
NJDEP_BFBM-01367902,CLOVE BROOK AT SUSSEX,Stream,8,95.8,47.9,72.8125,2017,2018,41.207848,-74.609203,NJ
NJDEP_BFBM-01367950,Quarryville Bk at Lower Unionville Rd,Stream,8,53.4,32.8,44.475,2017,2018,41.234408,-74.572481,NJ
NJDEP_BFBM-01368280,Rutgers Creek tributary 4 near Mount Salem NJ,Stream,4,27.4,18.2,23.15,2014,2015,41.329141,-74.637576,NJ
NJDEP_BFBM-01368280X,Rutgers Creek UNT near Mount Salem NJ,Stream,11,29,7.3,15.165454545454546,2011,2014,41.32831,-74.635572,NJ
NJDEP_BFBM-01368433,Rutgers Creek UNT On Gemmer Rd,Stream,16,26.7,5.98,18.094375,2010,2014,41.3158,-74.608456,NJ
NJDEP_BFBM-01368935,Town Brook tributary near Highland Lakes NJ,Stream,16,183,32,80.25,2011,2015,41.181156,-74.483832,NJ
NJDEP_BFBM-01376273,SPARKILL CREEK ON PIERMONT RD,Stream,2,14.9,13.5,14.2,2010,2011,40.989625,-73.9352,NJ
NJDEP_BFBM-01377358,PASCACK BROOK ON NOTTINGHAM ROAD,Stream,14,467,79.9,209.84285714285716,2009,2017,41.04316,-74.031135,NJ
NJDEP_BFBM-0137852050,Hirshfeld Brook On River Rd,Stream,17,210,71.7,108.63529411764706,2010,2014,40.947399,-74.020112,NJ
NJDEP_BFBM-01378552,Van Saun Mill Brook at River Edge NJ,Stream,16,575,21.9,133.09375,2011,2015,40.936819,-74.04465,NJ
NJDEP_BFBM-01378560,COLES BROOK AT HACKENSACK,Stream,6,593,104,296.1666666666667,2016,2017,40.9111,-74.039995,NJ
NJDEP_BFBM-01378567,"HACKENSACK RIVER ON ANDERSON AVENUE, HACKENSACK",Stream,8,940,90.9,296.625,2009,2011,40.891831,-74.036254,NJ
NJDEP_BFBM-01378720,Great Bk trib us of Spring Lake at Morristown NJ,Stream,15,156,89.9,129.08666666666667,2011,2015,40.785996,-74.482616,NJ
NJDEP_BFBM-01378895,BLACK BROOK ON NEW VERNON ROAD,Stream,11,164,36.3,69.27272727272727,2009,2012,40.701217,-74.475921,NJ
NJDEP_BFBM-01379200,DEAD RIVER NEAR MILLINGTON,Stream,5,264,120,163,2016,2017,40.64973,-74.5242,NJ
NJDEP_BFBM-01379310,Passaic River trib 2 at Smalleytown NJ,Stream,5,209,91.2,140.84,2013,2015,40.665057,-74.47418,NJ
NJDEP_BFBM-01379310X,Passaic River trib near STP,Stream,11,196,18.1,84.41818181818182,2011,2014,40.667633,-74.468478,NJ
NJDEP_BFBM-01379504,"PASSAIC RIVER ON SUMMIT AVE, CHATHAM ROAD",Stream,12,110,35.8,70.71666666666667,2009,2012,40.734312,-74.377516,NJ
NJDEP_BFBM-01379525,CANOE BROOK ON PARSONAGE HILL ROAD,Stream,18,1040,69.7,244.0611111111111,2009,2017,40.748989,-74.336538,NJ
NJDEP_BFBM-01380125,DEN BROOK ON MT PLEASANT TURNPIKE IN DEN BROOK PARK,Stream,11,104,6,71.99090909090908,2009,2012,40.868509,-74.517195,NJ
NJDEP_BFBM-01380270,"STONY BROOK ON ROUTE 511, TAYLORTOWN",Stream,11,81.2,65,74.6,2009,2012,40.96968,-74.36166,NJ
NJDEP_BFBM-01380450,ROCKAWAY RIVER,Stream,9,105,58.1,75.73333333333333,2009,2011,40.907844,-74.419069,NJ
NJDEP_BFBM-01382310,CLINTON BROOK ON LARUE ROAD (Bridge #255),Stream,10,24.9,7.17,12.368,2009,2012,41.059702,-74.440464,NJ
NJDEP_BFBM-01385050,Cupsaw Brook tributary near Wanaque NJ,Stream,7,58.7,0.92,38.574285714285715,2014,2015,41.11124,-74.25572,NJ
NJDEP_BFBM-01385050X,Cupsaw Brook tributary near Wanaque NJ (outlet),Stream,10,79.1,34.9,49.47,2011,2013,41.110675,-74.257912,NJ
NJDEP_BFBM-01386000,WEST BROOK ON WESTBROOK ROAD,Stream,10,68.8,17.9,38.84,2009,2012,41.07369,-74.311775,NJ
NJDEP_BFBM-01389785,MOLLY ANN BROOK OFF PREAKNESS AVE AT PATERSON NJ,Stream,10,166,29,121.7,2009,2012,40.921178,-74.193582,NJ
NJDEP_BFBM-01390465,Saddle River tributary at Saddle River NJ,Stream,16,214,71.6,107.7375,2011,2015,41.039063,-74.101242,NJ
NJDEP_BFBM-01390510,SADDLE RIVER ON RIDGEWOOD AVENUE,Stream,11,321,40.3,116.43636363636364,2009,2012,40.9723,-74.09252,NJ
NJDEP_BFBM-01390600,HOHOKUS BROOK AT FRANKLIN LAKES NJ,Stream,1,131,131,131,2014,2014,41.01671,-74.194899,NJ
NJDEP_BFBM-01390700,Hohokus Brook at Wykoff NJ,Stream,1,153,153,153,2014,2014,41.023783,-74.167728,NJ
NJDEP_BFBM-01390800,VALENTINE BK AT ALLENDALE NJ,Stream,1,239,239,239,2014,2014,41.031545,-74.152478,NJ
NJDEP_BFBM-01392520,SECOND RIVER BETWEEN McCARTER HIGHWAY & MAIN STREET,Stream,3,164,61.5,115.16666666666667,2009,2009,40.780267,-74.151027,NJ
NJDEP_BFBM-01393690,MORSES CREEK AT WEST STIMSON ST AT LINDEN NJ,Stream,3,113,55,93.33333333333333,2009,2009,40.625659,-74.248479,NJ
NJDEP_BFBM-01394180,Rahway River trib at Springfield NJ,Stream,16,2770,42.4,593.06875,2011,2015,40.711586,-74.296719,NJ
NJDEP_BFBM-01394600,Nomahegan Brook On Springfield Ave,Stream,17,300,22.9,85.68823529411765,2010,2014,40.678354,-74.331369,NJ
NJDEP_BFBM-01396023,SB Rahway River at Pleasant Ave at Colonia NJ,Stream,16,520,65.5,187.725,2011,2015,40.577491,-74.307041,NJ
NJDEP_BFBM-01396121,South Br Raritan R,Stream,13,138,76.1,91.13076923076923,2014,2015,40.827991,-74.722196,NJ
NJDEP_BFBM-01396137,Drakes Bk trib at tennis courts near Succasunna NJ,Stream,16,165,22.8,90.64375,2011,2015,40.867268,-74.662758,NJ
NJDEP_BFBM-01396162,Drakes Brook at golf course near Flanders NJ,Stream,16,201,81.5,122.775,2011,2015,40.833816,-74.693673,NJ
NJDEP_BFBM-01396180,DRAKES BROOK ON BARTLEY LONG VALLEY ROAD,Stream,9,616,26.9,132.33333333333334,2009,2011,40.812098,-74.729357,NJ
NJDEP_BFBM-01396350,S BR RARITAN R OFF RARITAN R RD (RT 512),Stream,8,55.3,35.8,47.55,2009,2011,40.718666,-74.841777,NJ
NJDEP_BFBM-01396800,SPRUCE RUN IN SPRUCE RUN RESERVOIR AT SPRUCE RUN,Stream,13,55.4,39,48.13846153846154,2014,2015,40.64007,-74.91553,NJ
NJDEP_BFBM-01397160,PRESCOTT BROOK ON STANTON ROAD,Stream,3,34.3,30.5,32.833333333333336,2009,2009,40.573402,-74.863398,NJ
NJDEP_BFBM-01397415,Raritan River S Br On Woodfern Rd,Stream,16,290,27.3,61.45,2010,2014,40.505,-74.763611,NJ
NJDEP_BFBM-01398065,NESHANIC R RT 514 (OLD YORK HIGHWAY),Stream,13,224,30.8,65.18461538461538,2014,2015,40.493472,-74.753305,NJ
NJDEP_BFBM-01398102,S BR RARITAN RIVER AT SOUTH BRANCH,Stream,1,41.1,41.1,41.1,2014,2014,40.54685,-74.6965,NJ
NJDEP_BFBM-01398215,India Brook near Ironia NJ,Stream,15,83,49.6,62.233333333333334,2011,2015,40.793803,-74.61935,NJ
NJDEP_BFBM-01398260,N BR RARITAN RIVER ON ROUTE 24 NEAR CHESTER,Stream,13,140,63.2,78.73846153846154,2014,2015,40.77104,-74.6261,NJ
NJDEP_BFBM-01398900,N BR RARITAN R RT 202,Stream,8,69.4,42.6,55.862500000000004,2009,2011,40.682861,-74.638527,NJ
NJDEP_BFBM-01399320,LAMINGTON RIVER ON RT 24 NEAR MILLTOWN AND CHESTER,Stream,8,89.4,38.1,72.3875,2009,2011,40.77874,-74.72167,NJ
NJDEP_BFBM-01399528,Lamington River at McCain Mill Rd at Vliettown NJ,Stream,17,87.2,0.949,55.997,2011,2015,40.689334,-74.723064,NJ
NJDEP_BFBM-01399570,N BR ROCKAWAY CREEK ON ROCKAWAY RD NEAR OLDWICK,Stream,4,20.5,11.8,17.775,2010,2012,40.66177,-74.7659,NJ
NJDEP_BFBM-01399720,ROCKAWAY CK ISLAND RD,Stream,10,136,16.3,58.6,2016,2017,40.623305,-74.720861,NJ
NJDEP_BFBM-01399780,LAMINGTON RIVER AT BURNT MILLS,Stream,1,28.7,28.7,28.7,2014,2014,40.63466,-74.6867,NJ
NJDEP_BFBM-01399820,CHAMBERS BK NEAR NORTH BRANCH,Stream,1,294,294,294,2014,2014,40.623939,-74.663032,NJ
NJDEP_BFBM-01400842,Peters Brook trib near Coopers Corner NJ,Stream,4,55.1,18.3,36.175,2014,2015,40.378653,-74.858608,NJ
NJDEP_BFBM-01400842X,Peters Brook near Coopers Corner NJ,Stream,11,72.5,12.8,27.027272727272727,2011,2014,40.378707,-74.85856,NJ
NJDEP_BFBM-01401000,STONY BK AT PRINCETON NJ,Stream,8,96.4,35.3,55.5375,2009,2011,40.3338,-74.6821,NJ
NJDEP_BFBM-01401400,HEATHCOTE BROOK AT KINGSTON,Stream,1,61.2,61.2,61.2,2014,2014,40.36998,-74.6158,NJ
NJDEP_BFBM-01401516,Beden Bk trib 3 at farm preserve near Hopewell NJ,Stream,16,336,38.6,93.1,2011,2015,40.387345,-74.750218,NJ
NJDEP_BFBM-01401533,Cherry Run near Blawenburg NJ,Stream,15,123,20.7,48.666666666666664,2011,2015,40.398755,-74.685765,NJ
NJDEP_BFBM-01401703,Beden Brook below Pike Run near Rocky Hill NJ,Stream,9,53.6,18.5,35.21111111111111,2011,2013,40.421979,-74.63484,NJ
NJDEP_BFBM-01401705,Beden Brook trib 4 near Rocky Hill NJ,Stream,5,79.9,5.65,40.99,2014,2015,40.421134,-74.63481,NJ
NJDEP_BFBM-01401900,SIX MILE RUN ON CANAL RD IN BLACKWELL MILLS,Stream,17,94.4,20.2,54.3235294117647,2010,2014,40.47289,-74.57112,NJ
NJDEP_BFBM-01402540,MILLSTONE R ON WILHOUSKY ST NEAR MANVILLE,Stream,10,120,37.4,78.24,2016,2017,40.53013,-74.588,NJ
NJDEP_BFBM-01402730,ROYCE BROOK ON RT 533 IN MANVILLE,Stream,14,483,0.753,115.44664285714286,2014,2015,40.53705,-74.58963,NJ
NJDEP_BFBM-01403075,MIDDLE BROOK E BR ON GREEN VALLEY RD,Stream,11,240,80.7,167.4909090909091,2009,2014,40.613228,-74.496514,NJ
NJDEP_BFBM-01403300,"Raritan River On Queens Bridge, South Main St",Stream,17,124,31.2,56.45294117647059,2010,2014,40.559613,-74.527811,NJ
NJDEP_BFBM-01403465,GREEN BROOK ON RAYMOND RD,Stream,10,195,91.5,144.65,2009,2012,40.641036,-74.413727,NJ
NJDEP_BFBM-01404010,Ambrose Brook On School St,Stream,16,851,31.8,125.21875,2010,2014,40.534389,-74.428558,NJ
NJDEP_BFBM-01404170,RARITAN R AT LANDING LANE AT NEW BRUNSWICK NJ,Stream,12,157,21.4,61.05833333333334,2009,2012,40.508611,-74.464166,NJ
NJDEP_BFBM-01404280,Great Ditch On Viking Way,Stream,18,165,0.728,46.02377777777778,2010,2014,40.397157,-74.519086,NJ
NJDEP_BFBM-01405003,LAWRENCE BROOK AT RIVA AVE AT MILLTOWN NJ,Stream,21,382,37.7,122.20952380952382,2009,2015,40.448716,-74.445985,NJ
NJDEP_BFBM-01405185,WEMROCK BROOK ON WEMROCK ROAD,Stream,9,406,89.1,153.23333333333335,2009,2012,40.26066,-74.313489,NJ
NJDEP_BFBM-01405302,Matchaponix Bk,Stream,13,229,38.6,81.81538461538462,2014,2015,40.389449,-74.381775,NJ
NJDEP_BFBM-01405470,IRESICK BROOK ON RT 527,Stream,3,23.9,19.1,21.4,2009,2009,40.393087,-74.359276,NJ
NJDEP_BFBM-01405960,Deep Run trib ds of Tennent Rd at Spring Valley NJ,Stream,16,124,25.2,47.10625,2011,2015,40.365538,-74.268727,NJ
NJDEP_BFBM-01406040,DEEP RUN,Stream,2,53.1,42.3,47.7,2010,2011,40.410108,-74.345425,NJ
NJDEP_BFBM-01407026,WILKSON CREEK ON CHURCH ROAD,Stream,11,235,27.4,77.45454545454545,2009,2012,40.406726,-74.221305,NJ
NJDEP_BFBM-01407065,MAHORAS BK RT 35,Stream,7,624,43.2,144.94285714285715,2009,2011,40.411388,-74.139083,NJ
NJDEP_BFBM-01407320,BIG BK CROSS RD,Stream,8,82.4,34.6,49.6,2009,2011,40.323583,-74.173666,NJ
NJDEP_BFBM-01407330,Swimming R trib 1 at Longbridge Rd near Phalanx NJ,Stream,4,43.5,30.5,35.025,2015,2016,40.31903,-74.160672,NJ
NJDEP_BFBM-01407340,Swimming River trib 2 near Lincroft NJ,Stream,4,55.9,42.8,48.85,2015,2016,40.331004,-74.152367,NJ
NJDEP_BFBM-01407532,Poricy Brook at Red Bank NJ,Stream,4,97.7,37.3,58.575,2015,2016,40.35708,-74.086041,NJ
NJDEP_BFBM-01407630,POPLAR BROOK AT DEAL NJ,Stream,5,56.5,0.652,42.5704,2015,2016,40.256389,-73.996111,NJ
NJDEP_BFBM-01407636,Harvey Brook at West Allenhurst NJ,Stream,4,87.6,69.7,78.35,2015,2016,40.243401,-74.013889,NJ
NJDEP_BFBM-01407670,SHARK RIVER ON SHARK RIVER ROAD,Stream,11,14.2,9.11,11.542727272727273,2009,2012,40.228342,-74.124516,NJ
NJDEP_BFBM-01407810,Manasquan River at Elton NJ,Stream,4,27.8,22.6,25.375,2015,2016,40.207403,-74.328748,NJ
NJDEP_BFBM-01407820,Manasquan River trib 9 trib near Elton NJ,Stream,17,963,0.898,137.38223529411763,2011,2015,40.217428,-74.29874,NJ
NJDEP_BFBM-01407821,Manasquan River at Georgia Rd.,Stream,4,123,19.3,54.25,2015,2016,40.211898,-74.295701,NJ
NJDEP_BFBM-01407846,Applegates Creek at Jerseyville NJ,Stream,17,99.4,17.8,55.88235294117647,2011,2015,40.249591,-74.234839,NJ
NJDEP_BFBM-01407862,"DEBOIS CREEK, STRICKLAND RD, FREEHOLD",Stream,3,267,50.6,125.93333333333334,2009,2009,40.20898,-74.26864,NJ
NJDEP_BFBM-0140802850,MANASQUAN RIVER OFF HOSPITAL ROAD,Stream,10,65.5,28.6,38.25,2009,2012,40.150941,-74.126816,NJ
NJDEP_BFBM-01408127,South Branch Metedeconk River UNT at Jackson NJ,Stream,16,159,24.5,97.39375,2011,2015,40.136777,-74.328498,NJ
NJDEP_BFBM-01408136,SB METEDECONK RIVER AT BENNETTS MILLS NJ,Stream,21,60.3,3.62,32.21047619047619,2009,2014,40.126777,-74.277888,NJ
NJDEP_BFBM-01408156,Cedar Bridge Branch trib near Birchwood Park NJ,Stream,16,322,23.5,82.5375,2011,2015,40.066051,-74.183386,NJ
NJDEP_BFBM-01408175,KETTLE CREEK AT CEDARWOOD PARK NJ,Stream,19,86.3,28.6,48.03157894736842,2009,2014,40.041908,-74.142757,NJ
NJDEP_BFBM-01408253,Toms River tributary 2 near Cassville NJ,Stream,15,7.26,3.38,4.049333333333333,2011,2015,40.106397,-74.40399,NJ
NJDEP_BFBM-01408260,TOMS RIVER NR VAN HISEVILLE NJ,Stream,19,57.9,22.8,39.589473684210525,2009,2014,40.109778,-74.373694,NJ
NJDEP_BFBM-01408280,Toms River near Whitesville NJ,Stream,4,55.9,45.8,49.675,2015,2016,40.089547,-74.315038,NJ
NJDEP_BFBM-01408492,RIDGEWAY B AT RT 70 NR LAKEHURST NJ,Stream,19,19.1,9.69,14.367894736842105,2009,2014,40.021278,-74.27375,NJ
NJDEP_BFBM-01408800,WEBBS MILL BROOK ON RT 539,Stream,3,3.91,3.66,3.7633333333333336,2009,2009,39.887917,-74.379595,NJ
NJDEP_BFBM-01408820,Webbs Mill Branch near Cedar Crest NJ,Stream,4,7.14,4.66,5.4399999999999995,2015,2016,39.883743,-74.335189,NJ
NJDEP_BFBM-01409108,WARETOWN CREEK AT US ROUTE 9 AT WARETOWN NJ,Stream,19,39.8,18,26.978947368421053,2009,2014,39.793028,-74.196,NJ
NJDEP_BFBM-01409255,CEDAR RUN AT MAYETTE ROAD AT MAYETTA NJ,Stream,20,57.7,15.3,23.905,2009,2014,39.66671,-74.264653,NJ
NJDEP_BFBM-01409305,MILL BRANCH AT NUGENTOWN ROAD AT TUCKERTON NJ,Stream,19,14.6,10.7,12.094736842105263,2009,2014,39.610417,-74.349954,NJ
